"date","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","variable","type"
2021-08-21,0,0.2,0.5,0,0,0,0,0,1,"reported_cases","estimate"
2021-08-22,6,6.4,2.6,3,5,6,7,8,11,"reported_cases","estimate"
2021-08-23,5,5.3,2.4,2,4,5,6,7,9,"reported_cases","estimate"
2021-08-24,3,3.3,1.9,1,2,3,4,4,7,"reported_cases","estimate"
2021-08-25,3,3.4,1.9,1,2,3,4,5,7,"reported_cases","estimate"
2021-08-26,5,5.7,2.4,2,4,5,6,7,10,"reported_cases","estimate"
2021-08-27,7,7.5,3,3,5,6,8,9,13,"reported_cases","estimate"
2021-08-28,8,8.5,3.1,4,6,7,9,10,14,"reported_cases","estimate"
2021-08-29,11,11.5,3.7,6,9,10,12,14,18,"reported_cases","estimate"
2021-08-30,10,10.5,3.4,5,8,9,11,13,16,"reported_cases","estimate"
2021-08-31,9,9.1,3.3,4,7,8,10,11,15,"reported_cases","estimate"
2021-09-01,7,7.6,2.9,3,6,7,8,9,13,"reported_cases","estimate"
2021-09-02,9,9.7,3.3,5,7,9,10,12,15,"reported_cases","estimate"
2021-09-03,10,9.6,3.3,4,7,9,10,12,15,"reported_cases","estimate"
2021-09-04,5,4.8,2.3,2,3,4,5,6,9,"reported_cases","estimate"
2021-09-05,5,5.1,2.4,2,3,4,5,7,9,"reported_cases","estimate"
2021-09-06,7,7.2,2.8,3,5,6,8,9,12,"reported_cases","estimate"
2021-09-07,8,8.5,3.2,4,6,7.6,9,10,14,"reported_cases","estimate"
2021-09-08,8,8.5,3.1,4,6,7,9,11,14,"reported_cases","estimate"
2021-09-09,8,7.7,2.9,3,6,7,8,10,13,"reported_cases","estimate"
2021-09-10,9,9.6,3.3,4,7,9,10,12,15,"reported_cases","estimate"
2021-09-11,6,6.6,2.8,2,5,6,7,8,11,"reported_cases","estimate"
2021-09-12,7,7.4,2.9,3,5,7,8,9,12,"reported_cases","estimate"
2021-09-13,8,8.1,3,4,6,7,9,10,13,"reported_cases","estimate"
2021-09-14,13,13.3,4,7,10,12,14,16,20,"reported_cases","estimate"
2021-09-15,10,10.4,3.6,5,8,9,11,13,17,"reported_cases","estimate"
2021-09-16,12,11.9,3.8,6,9,11,13,14,18,"reported_cases","estimate"
2021-09-17,10,10.6,3.5,5,8,10,11,13,17,"reported_cases","estimate"
2021-09-18,8,8.3,3.1,4,6,7,9,10,14,"reported_cases","estimate"
2021-09-19,8,8.3,3.1,4,6,7,9,10,14,"reported_cases","estimate"
2021-09-20,9,9.4,3.2,5,7,8,10,11,15,"reported_cases","estimate"
2021-09-21,11,11,3.5,6,8,10,12,13,17,"reported_cases","estimate"
2021-09-22,12,12.4,3.9,6,10,11,13,15,19,"reported_cases","estimate"
2021-09-23,15,15.8,4.4,9,13,14,17,19,23,"reported_cases","estimate"
2021-09-24,14,14.7,4.1,9,12,13,15,17,22,"reported_cases","estimate"
2021-09-25,15,14.8,4.3,8,12,14,16,18,22,"reported_cases","estimate"
2021-09-26,16,16.3,4.5,9,13,15,17,19,24,"reported_cases","estimate"
2021-09-27,17,17.2,4.8,10,14,16,18,20,25,"reported_cases","estimate"
2021-09-28,17,17.1,4.7,10,14,16,18,20,25,"reported_cases","estimate"
2021-09-29,18,18.6,4.9,11,15,17,20,22,27,"reported_cases","estimate"
2021-09-30,19,19.2,4.9,12,16,18,20,22,27,"reported_cases","estimate"
2021-10-01,18,18.4,4.9,11,15,17,19,22,27,"reported_cases","estimate"
2021-10-02,17,17.7,4.8,10.9,14,16,19,21,26,"reported_cases","estimate"
2021-10-03,14,14.4,4.3,8,11,13,15,17,22,"reported_cases","estimate"
2021-10-04,13,13,4,7,10,12,14,16,20,"reported_cases","estimate"
2021-10-05,9,8.9,3.2,4,7,8,9,11,14,"reported_cases","estimate"
2021-10-06,8,7.9,3,3,6,7,9,10,13,"reported_cases","estimate"
2021-10-07,7,7.5,2.8,3,6,7,8,9,12,"reported_cases","estimate"
2021-10-08,6,6.4,2.7,2.9,5,6,7,8,11,"reported_cases","estimate"
2021-10-09,4,4.5,2.2,1,3,4,5,6,8,"reported_cases","estimate"
2021-10-10,6,5.9,2.6,2,4,5,6,8,10,"reported_cases","estimate"
2021-10-11,6,5.7,2.5,2,4,5,6,7,10,"reported_cases","estimate"
2021-10-12,7,7,2.8,3,5,6,8,9,12,"reported_cases","estimate"
2021-10-13,7,6.9,2.7,3,5,6,7,9,12,"reported_cases","estimate"
2021-10-14,7,7.3,2.8,3,5,6,8,9,12,"reported_cases","estimate"
2021-10-15,5,5.5,2.5,2,4,5,6,7,10,"reported_cases","estimate"
2021-10-16,7,7.2,2.9,3,5,6,8,9,12,"reported_cases","estimate"
2021-10-17,8,8.2,3,4,6,7,9,10,14,"reported_cases","estimate"
2021-10-18,8,8,3,3,6,7,9,10,13,"reported_cases","estimate"
2021-10-19,9,9,3.3,4,7,8,10,11,15,"reported_cases","estimate"
2021-10-20,11,11.4,3.6,6,9,10,12,14,18,"reported_cases","estimate"
2021-10-21,12,11.8,3.6,6,9,11,13,14,18,"reported_cases","estimate"
2021-10-22,10,10,3.5,5,8,9,11,12,16,"reported_cases","estimate"
2021-10-23,7,7.3,3,3,5,6,8,9,12,"reported_cases","estimate"
2021-10-24,6,6,2.6,2,4,5,6,8,11,"reported_cases","estimate"
2021-10-25,6,5.8,2.5,2,4,5,6,7,10,"reported_cases","estimate"
2021-10-26,7,7.2,2.9,3,5,6,8,9,12,"reported_cases","estimate"
2021-10-27,9,9.3,3.4,4,7,8,10,11,15,"reported_cases","estimate"
