"date","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","variable","type"
2021-07-31,0,0.1,0.3,0,0,0,0,0,1,"reported_cases","estimate"
2021-08-01,0,0,0.1,0,0,0,0,0,0,"reported_cases","estimate"
2021-08-02,0,0,0.2,0,0,0,0,0,0,"reported_cases","estimate"
2021-08-03,1,1,1,0,0,1,1,2,3,"reported_cases","estimate"
2021-08-04,1,1.2,1.1,0,0,1,1,2,3,"reported_cases","estimate"
2021-08-05,3,3.5,1.9,1,2,3,4,5,7,"reported_cases","estimate"
2021-08-06,2,2.7,1.8,0,1,2,3,4,6,"reported_cases","estimate"
2021-08-07,4,4,2.1,1,2,3,4,5,8,"reported_cases","estimate"
2021-08-08,4,4.1,2.1,1,3,3,4,5,8,"reported_cases","estimate"
2021-08-09,3,3.1,1.8,1,2,3,3,4,6,"reported_cases","estimate"
2021-08-10,3,3,1.7,1,2,2,3,4,6,"reported_cases","estimate"
2021-08-11,4,4.4,2.2,1,3,4,5,6,8,"reported_cases","estimate"
2021-08-12,4,4.6,2.2,1,3,4,5,6,9,"reported_cases","estimate"
2021-08-13,3,2.8,1.7,0,2,2,3,4,6,"reported_cases","estimate"
2021-08-14,3,3,1.7,1,2,2,3,4,6,"reported_cases","estimate"
2021-08-15,4,3.9,2,1,2,3,4,5,7,"reported_cases","estimate"
2021-08-16,4,4.2,2.2,1,3,3,4,5,8,"reported_cases","estimate"
2021-08-17,3,3,1.8,0,2,2,3,4,6,"reported_cases","estimate"
2021-08-18,3,3.3,1.9,1,2,3,4,4,7,"reported_cases","estimate"
2021-08-19,2,2.3,1.5,0,1,2,3,3,5,"reported_cases","estimate"
2021-08-20,4,4.3,2.2,1,3,4,5,6,8,"reported_cases","estimate"
2021-08-21,5,5,2.4,2,3,4,5,6,9,"reported_cases","estimate"
2021-08-22,6,6.2,2.6,2,4,5,7,8,11,"reported_cases","estimate"
2021-08-23,5,5,2.3,2,3,4,5,6.2,9,"reported_cases","estimate"
2021-08-24,3,3,1.8,0,2,2,3,4,6,"reported_cases","estimate"
2021-08-25,3,3.1,1.9,0,2,2,3,4,6,"reported_cases","estimate"
2021-08-26,6,5.9,2.6,2,4,5,6,7.2,11,"reported_cases","estimate"
2021-08-27,7,6.9,2.9,3,5,6,7,9,12,"reported_cases","estimate"
2021-08-28,9,9,3.3,4,7,8,10,11,15,"reported_cases","estimate"
2021-08-29,11,11.2,3.7,6,9,10,12,13,18,"reported_cases","estimate"
2021-08-30,10,10,3.6,5,7,9,11,12,16,"reported_cases","estimate"
2021-08-31,8.5,8.8,3.3,4,6,8,9,11,14,"reported_cases","estimate"
2021-09-01,7,7.5,2.9,3,5,7,8,9,13,"reported_cases","estimate"
2021-09-02,10,10.2,3.5,5,8,9,11,12,17,"reported_cases","estimate"
2021-09-03,9,9,3.3,4,7,8,10,11,15,"reported_cases","estimate"
2021-09-04,5,5,2.3,2,3,4,5,6,9,"reported_cases","estimate"
2021-09-05,5,5.1,2.3,2,3,4,6,7,9,"reported_cases","estimate"
2021-09-06,7,7.1,2.9,3,5,6,8,9,12,"reported_cases","estimate"
2021-09-07,8,7.9,3,3,6,7,9,10,13,"reported_cases","estimate"
2021-09-08,9,8.8,3.2,4,6,8,9,11,14,"reported_cases","estimate"
2021-09-09,8,8.2,3.1,4,6,7,9,10,14,"reported_cases","estimate"
2021-09-10,9,8.9,3.3,4,7,8,9,11,15,"reported_cases","estimate"
2021-09-11,7,7,2.8,3,5,6,7,9,12,"reported_cases","estimate"
2021-09-12,7,7.3,2.9,3,5,6,8,9,12,"reported_cases","estimate"
2021-09-13,8,8.1,3.1,3,6,7,9,10,13,"reported_cases","estimate"
2021-09-14,13,12.8,4.1,7,10,12,14,15,20,"reported_cases","estimate"
2021-09-15,10,10.5,3.5,5,8,9,11,13,17,"reported_cases","estimate"
2021-09-16,12,12.5,4,6,10,11,13,15,19,"reported_cases","estimate"
2021-09-17,10,10,3.5,5,8,9,11,12,16,"reported_cases","estimate"
2021-09-18,8,8.8,3.3,4,7,8,9,11,15,"reported_cases","estimate"
2021-09-19,8,8.3,3.1,4,6,7,9,10,14,"reported_cases","estimate"
2021-09-20,9,9.1,3.3,4,7,8,10,11,15,"reported_cases","estimate"
2021-09-21,10,10.6,3.7,5,8,9,11,13,17,"reported_cases","estimate"
