"date","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","variable","type"
2021-09-10,0,0.6,0.8,0,0,0,1,1,2,"reported_cases","estimate"
2021-09-11,7,7.1,2.8,3,5,6,7,9,12,"reported_cases","estimate"
2021-09-12,7,7.5,2.9,3,6,7,8,9,13,"reported_cases","estimate"
2021-09-13,8,8,3,4,6,7,9,10,13,"reported_cases","estimate"
2021-09-14,14,14.4,4.1,8,11,13,15,17,22,"reported_cases","estimate"
2021-09-15,10,10.6,3.4,5,8,10,11,13,16,"reported_cases","estimate"
2021-09-16,12,12,3.7,6,9,11,13,14,18,"reported_cases","estimate"
2021-09-17,11,11.4,3.7,6,9,10,12,14,18,"reported_cases","estimate"
2021-09-18,8,8.7,3.1,4,7,8,9,11,14,"reported_cases","estimate"
2021-09-19,8,8.2,3.1,4,6,7,9,10,13,"reported_cases","estimate"
2021-09-20,9,9,3.2,4,7,8,10,11,14,"reported_cases","estimate"
2021-09-21,11,11.6,3.7,6,9,10,12,14,18,"reported_cases","estimate"
2021-09-22,12,12.3,3.9,6,10,11,13,15,19,"reported_cases","estimate"
2021-09-23,17,16.7,4.5,10,13,15,18,20,24,"reported_cases","estimate"
2021-09-24,17,16.9,4.5,10,14,16,18,20,25,"reported_cases","estimate"
2021-09-25,15,15.4,4.3,9,12,14,16,18,23,"reported_cases","estimate"
2021-09-26,16,15.9,4.3,9,13,15,17,19,23,"reported_cases","estimate"
2021-09-27,16,16.3,4.4,9,13,15,17,19,24,"reported_cases","estimate"
2021-09-28,17,17.8,4.7,10,15,16,19,21,26,"reported_cases","estimate"
2021-09-29,18,18.3,4.7,11,15,17,19,21,27,"reported_cases","estimate"
2021-09-30,19,18.8,4.8,11,15,17,20,22,27,"reported_cases","estimate"
2021-10-01,19,19.7,5,12,16,18,21,23,28,"reported_cases","estimate"
2021-10-02,18,18.1,4.9,11,15,17,19,21,27,"reported_cases","estimate"
2021-10-03,14,13.8,4,8,11,13,15,16,21,"reported_cases","estimate"
2021-10-04,12,12.5,3.8,6,10,11,13,15,19,"reported_cases","estimate"
2021-10-05,9,9.2,3.1,5,7,8,10,11,15,"reported_cases","estimate"
2021-10-06,8,7.9,2.9,3,6,7,8,10,13,"reported_cases","estimate"
2021-10-07,7,7.3,2.8,3,5,6,8,9,12,"reported_cases","estimate"
2021-10-08,7,6.9,2.7,3,5,6,7,9,12,"reported_cases","estimate"
2021-10-09,4,4.7,2.3,1,3,4,5,6,9,"reported_cases","estimate"
