"date","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","variable","type"
2021-02-02,0,0.6,0.8,0,0,0,1,1,2,"reported_cases","estimate"
2021-02-03,27,27,5.6,18,23,25,28,31,37,"reported_cases","estimate"
2021-02-04,26,26.4,5.5,18,23,25,28,30,36,"reported_cases","estimate"
2021-02-05,25,25.3,5.2,17,22,24,27,29,34,"reported_cases","estimate"
2021-02-06,22,22.4,5,15,19,21,24,25,31,"reported_cases","estimate"
2021-02-07,21,21.5,4.8,14,18,20,23,25,30,"reported_cases","estimate"
2021-02-08,23,23.1,5,15,20,22,24,26,32,"reported_cases","estimate"
2021-02-09,21,21.5,4.7,14,18,20,22,24,30,"reported_cases","estimate"
2021-02-10,18,17.8,4.3,11,15,16,19,20,25,"reported_cases","estimate"
2021-02-11,19,19.3,4.5,12,16,18,20,22,27,"reported_cases","estimate"
2021-02-12,16,16.1,4.2,10,13,15,17,19,23,"reported_cases","estimate"
2021-02-13,16,16.7,4.2,10,14,15,18,19,24,"reported_cases","estimate"
2021-02-14,21,21.4,4.6,14,18,20,22,24,29,"reported_cases","estimate"
2021-02-15,21,20.8,4.8,13,17,19,22,24,29,"reported_cases","estimate"
2021-02-16,23,23.4,5.1,15,20,22,25,27,32,"reported_cases","estimate"
2021-02-17,24,23.8,5.1,16,20,22,25,27,32,"reported_cases","estimate"
2021-02-18,25,25.2,5.2,17,22,24,27,29,34,"reported_cases","estimate"
2021-02-19,26,25.7,5.1,18,22,24,27,29,34,"reported_cases","estimate"
2021-02-20,27,27.2,5.6,19,23,26,29,31,37,"reported_cases","estimate"
2021-02-21,26,26.1,5.3,18,22,25,27,30,35,"reported_cases","estimate"
2021-02-22,24,23.7,5,16,20,22,25,27,32,"reported_cases","estimate"
2021-02-23,23,23,5.1,15,19.8,21,24,26,31,"reported_cases","estimate"
2021-02-24,25,24.9,5.2,17,21,23,26,28,34,"reported_cases","estimate"
2021-02-25,23.5,23.7,5,16,20,22,25,27,32,"reported_cases","estimate"
2021-02-26,23,22.7,5.1,15,19,21,24,26,31,"reported_cases","estimate"
2021-02-27,22,21.8,4.8,14,18.8,20,23,25,30,"reported_cases","estimate"
2021-02-28,23,23,5,15,19,21,24,27,32,"reported_cases","estimate"
2021-03-01,27,27.7,5.6,19,24,26,29,32,37,"reported_cases","estimate"
2021-03-02,29,29.2,5.6,20,25,27,30,33,39,"reported_cases","estimate"
2021-03-03,28,28.6,5.7,20,25,27,30,32,38,"reported_cases","estimate"
2021-03-04,31,31.8,6,22,28,30,33,36,42,"reported_cases","estimate"
2021-03-05,30,30.6,5.7,21,27,29,32,34,40,"reported_cases","estimate"
2021-03-06,29,29,5.6,20,25,28,30,33,38,"reported_cases","estimate"
2021-03-07,26,26.1,5.3,18,22,25,27,30,35,"reported_cases","estimate"
2021-03-08,24,24.5,5,17,21,23,26,28,33,"reported_cases","estimate"
2021-03-09,29,29.3,5.6,20,26,28,30.4,33,39,"reported_cases","estimate"
2021-03-10,27,26.7,5.5,18,23,25,28,30,36,"reported_cases","estimate"
2021-03-11,24,24,5.3,15,20,22,25,27,33,"reported_cases","estimate"
2021-03-12,20,20.2,4.7,13,17,19,21,23,28,"reported_cases","estimate"
2021-03-13,17,17.7,4.4,11,15,16,19,21,25,"reported_cases","estimate"
2021-03-14,22,22.4,5,15,19,21,23,26,31,"reported_cases","estimate"
2021-03-15,23,22.8,4.8,15,19,21,24,26,31,"reported_cases","estimate"
2021-03-16,25,25.6,5.4,17,22,24,27,29,35,"reported_cases","estimate"
2021-03-17,26,26.7,5.4,18,23,25,28,30,36,"reported_cases","estimate"
2021-03-18,27,26.9,5.4,19,23,25,28,31,36,"reported_cases","estimate"
2021-03-19,24,24.4,5.3,16,21,23,25,28,33,"reported_cases","estimate"
2021-03-20,25,25.2,5.1,17,22,24,26,29,34,"reported_cases","estimate"
2021-03-21,27,27,5.4,18,23,26,28,31,36,"reported_cases","estimate"
2021-03-22,28.5,28.7,5.7,20,25,27,30,32,38,"reported_cases","estimate"
2021-03-23,30,30.5,5.8,21,26.8,29,32,34,41,"reported_cases","estimate"
2021-03-24,30,30.8,5.9,21,27,29,32,35,41,"reported_cases","estimate"
2021-03-25,33,33.3,6.1,23,29,32,35,37,43,"reported_cases","estimate"
2021-03-26,39,39.8,6.7,29,35,38,41,44,51,"reported_cases","estimate"
2021-03-27,44,44.1,7.2,32,39,42,46,49,57,"reported_cases","estimate"
2021-03-28,45,45.2,7.1,34,40,43,47,50,57,"reported_cases","estimate"
2021-03-29,45,44.9,7.3,33,40,43,47,50,57,"reported_cases","estimate"
2021-03-30,48,48.2,7.4,37,43,46,50,53,61,"reported_cases","estimate"
2021-03-31,47,47.8,7.5,36,43,46,49,53,61,"reported_cases","estimate"
2021-04-01,54,54.4,8,42,49,52,56,60,68,"reported_cases","estimate"
2021-04-02,53,52.9,7.9,40,47,51,55,58,67,"reported_cases","estimate"
2021-04-03,59,59.1,8.4,46,53,57,61,65,73,"reported_cases","estimate"
2021-04-04,61,60.9,8.6,47,55,59,63,67,75,"reported_cases","estimate"
2021-04-05,63,63.1,8.8,49,57,61,65,69,78,"reported_cases","estimate"
2021-04-06,67,66.9,8.9,53,61,64,69,73,82,"reported_cases","estimate"
2021-04-07,70,69.8,9.4,55,63,67,72,76,86,"reported_cases","estimate"
2021-04-08,76,75.9,9.9,60.9,69,73,78,82,92,"reported_cases","estimate"
2021-04-09,83,83,10.3,66.9,76,80,85,90,100,"reported_cases","estimate"
2021-04-10,92,92.5,11.3,74,85,89.6,95,100,111,"reported_cases","estimate"
2021-04-11,92,92.1,11,74,85,89,94,99,111,"reported_cases","estimate"
2021-04-12,98,98.8,11.8,80,91,95,102,107,118,"reported_cases","estimate"
2021-04-13,101,101.5,12.1,82,93,98,104,110,122,"reported_cases","estimate"
2021-04-14,102,102.4,12.2,83,94,99,105,110,123,"reported_cases","estimate"
2021-04-15,101,101.1,11.4,83,94,98,104,109,120,"reported_cases","estimate"
2021-04-16,108,107.8,12.6,88,100,105,111,116,129,"reported_cases","estimate"
2021-04-17,116,116.6,12.5,97,108,113,119.4,125,137,"reported_cases","estimate"
2021-04-18,119,119.9,13.3,99,110,116,123,128,143,"reported_cases","estimate"
2021-04-19,114,115.1,13,94,106,111,118,124,136,"reported_cases","estimate"
2021-04-20,114,113.7,12.8,93,105,110,117,122,135,"reported_cases","estimate"
2021-04-21,116,116.4,12.4,96,108,113,119,124,137,"reported_cases","estimate"
2021-04-22,109,109.4,12.5,89.9,100,106,112,117.2,131,"reported_cases","estimate"
2021-04-23,105,105.5,12.1,87,97,102,108,113,127,"reported_cases","estimate"
2021-04-24,114,114.1,12.6,94,105,110,117,122,136,"reported_cases","estimate"
2021-04-25,120,120.4,12.9,100,111,116,123,129,143,"reported_cases","estimate"
2021-04-26,120,119.7,13.1,99,111,116,123,128,141,"reported_cases","estimate"
2021-04-27,116,116.2,13,96,107,113,119,125,138,"reported_cases","forecast"
2021-04-28,111,111.9,12.7,93,103,108,114,120,134,"reported_cases","forecast"
2021-04-29,112,112.8,12.5,93,104,109,116,121,134,"reported_cases","forecast"
2021-04-30,110,110.7,12.7,90,102,107,114,119,132,"reported_cases","forecast"
2021-05-01,115,115.4,13.3,94,106,112,119,124,137,"reported_cases","forecast"
2021-05-02,111,111.6,12.9,91,103,108,114,120,134,"reported_cases","forecast"
2021-05-03,108,108.1,12.6,88,100,104,111,116,129,"reported_cases","forecast"
2021-05-04,109,109.2,13.2,88,100,106,112,118,132,"reported_cases","forecast"
2021-05-05,106,105.7,12.3,85,97,102,109,114,126,"reported_cases","forecast"
2021-05-06,106,106.1,13,85,97,103,109,114,128,"reported_cases","forecast"
2021-05-07,105,105.1,12.5,85,97,101,108,113,126,"reported_cases","forecast"
2021-05-08,109,109.5,13.5,88,100,106,112,118,133,"reported_cases","forecast"
2021-05-09,105,105.8,13,85,97,102,109,115,128,"reported_cases","forecast"
2021-05-10,102,102.7,13.2,82,94,99,105,111,126,"reported_cases","forecast"
