"date","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","variable","type"
2021-05-08,1,1.5,1.3,0,1,1,2,2,4,"reported_cases","estimate"
2021-05-09,90,90.3,14.9,66,80,86,94,100,115,"reported_cases","estimate"
2021-05-10,84,85.1,14.6,63,75,81,88,94,109,"reported_cases","estimate"
2021-05-11,83,83.7,14.5,61,74,79,87,93,108,"reported_cases","estimate"
2021-05-12,73,74.3,13.4,54,65,70,77,83,97,"reported_cases","estimate"
2021-05-13,80,80.9,14.6,58,71,77,84,90,105,"reported_cases","estimate"
2021-05-14,77,77.1,13.8,56,67,73,80,86,100,"reported_cases","estimate"
2021-05-15,74,74.1,12.6,54,66,71,77,82,96,"reported_cases","estimate"
2021-05-16,66,66.7,11.5,49,59,63,69,74,87,"reported_cases","estimate"
2021-05-17,68,68.5,11.7,50,61,65,71,76,89,"reported_cases","estimate"
2021-05-18,69,69.3,12.3,51,61,66,72,77,91,"reported_cases","estimate"
2021-05-19,58,59.4,11.3,42,52,56,61,67,79,"reported_cases","estimate"
2021-05-20,56,56.7,11,40,49,53,59,64,76,"reported_cases","estimate"
2021-05-21,62,62.3,11.8,44,54,59,64,70,83,"reported_cases","estimate"
2021-05-22,61,61.2,11.2,43.9,54,58,63,68,80,"reported_cases","estimate"
2021-05-23,59,59.1,10.9,42,51,56,62,66,78,"reported_cases","estimate"
2021-05-24,58,58.5,10.9,41,51,55,61,65,77,"reported_cases","estimate"
2021-05-25,54,54.1,10,38,47,51,56,60,71,"reported_cases","estimate"
2021-05-26,48,48.9,9.8,34,42,46,51,55,66,"reported_cases","estimate"
2021-05-27,45,45.8,9.5,31,39,43,47,52,62,"reported_cases","estimate"
2021-05-28,40,40.3,8.5,27,35,38,42,45,55,"reported_cases","estimate"
2021-05-29,34,34.2,7.6,23,29,32,36,39,48,"reported_cases","estimate"
2021-05-30,36,36.1,7.5,24,31,34,38,41,49,"reported_cases","estimate"
2021-05-31,35,35.2,7.7,23,30,33,37,40,48,"reported_cases","estimate"
2021-06-01,32,32.6,6.9,22,28,30,34,37,45,"reported_cases","estimate"
2021-06-02,27,27.7,6.5,18,23,26,29,32,39,"reported_cases","estimate"
2021-06-03,28,28.7,6.9,18,24,27,30,33,41,"reported_cases","estimate"
2021-06-04,27,27.4,6.4,17,23,26,29,32,38,"reported_cases","estimate"
2021-06-05,29,29.4,6.6,19,25,27,31,34,41,"reported_cases","estimate"
2021-06-06,29,29.5,6.4,20,25,28,31,34,41,"reported_cases","estimate"
2021-06-07,27,27,6.4,17,23,25,28,31,38,"reported_cases","estimate"
2021-06-08,25,24.9,5.8,16,21,23,26,28,35,"reported_cases","estimate"
2021-06-09,23,22.8,5.7,14,19,21,24,26,33,"reported_cases","estimate"
2021-06-10,22,22.7,5.7,14,19,21,24,26,32,"reported_cases","estimate"
2021-06-11,19,19.7,5.3,12,16,18,21,23,29,"reported_cases","estimate"
2021-06-12,15,15.7,4.5,9,13,14,17,19,24,"reported_cases","estimate"
2021-06-13,16,16.3,4.6,9,13,15,17,19,24,"reported_cases","estimate"
2021-06-14,15,15.1,4.5,8,12,14,16,18,23,"reported_cases","estimate"
2021-06-15,13,13.3,4,7,11,12,14,16,20,"reported_cases","estimate"
2021-06-16,12,12.7,4,7,10,11,13,15,20,"reported_cases","estimate"
2021-06-17,11,11.7,3.8,6,9,11,12,14,18,"reported_cases","estimate"
2021-06-18,11,10.7,3.7,5,8,10,11,13,17,"reported_cases","estimate"
2021-06-19,12,12.5,3.9,7,10,11,13,15,19,"reported_cases","estimate"
2021-06-20,10,10.2,3.5,5,8,9,11,12,16,"reported_cases","estimate"
2021-06-21,10,10,3.4,5,8,9,11,12,16,"reported_cases","estimate"
2021-06-22,8,8.6,3.2,4,6,8,9,11,14,"reported_cases","estimate"
2021-06-23,5,5.6,2.4,2,4,5,6,7,10,"reported_cases","estimate"
2021-06-24,4,3.8,2.1,1,2,3,4,5,7,"reported_cases","estimate"
