"date","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","variable","type"
2021-05-24,1,0.7,0.9,0,0,0,1,1,2,"reported_cases","estimate"
2021-05-25,54,55.4,14.2,34,46,51,58,64,80,"reported_cases","estimate"
2021-05-26,48.5,49.6,12.9,31,41,45,51,57,73,"reported_cases","estimate"
2021-05-27,45,46.3,12,29,38,42,48,53,67,"reported_cases","estimate"
2021-05-28,43,44.4,12,26,36,41,47,52,65,"reported_cases","estimate"
2021-05-29,33,33.5,9.5,19,27,30,35,39.2,51,"reported_cases","estimate"
2021-05-30,36,36.7,10.1,21,30,33,38,43,54,"reported_cases","estimate"
2021-05-31,35,35.4,9.6,21,29,32,37,42,52,"reported_cases","estimate"
2021-06-01,33,33.2,9.2,19,27,31,35,38,49,"reported_cases","estimate"
2021-06-02,28,28,7.9,16,22,26,30,33,41,"reported_cases","estimate"
2021-06-03,28,29.1,8.2,17,23,26,30,34,43,"reported_cases","estimate"
2021-06-04,29,29.9,8.5,17,24,27,31,35,45,"reported_cases","estimate"
2021-06-05,28,28.4,8.4,16,23,26,30,33,43,"reported_cases","estimate"
2021-06-06,29,29.7,8.2,17,24,27,31,35,44,"reported_cases","estimate"
2021-06-07,26,26.7,7.8,15,21,24,28,32,40,"reported_cases","estimate"
2021-06-08,24,25.1,7.2,15,20,23,26,30,38,"reported_cases","estimate"
2021-06-09,22,22.9,6.8,12,18,21,24,27,35,"reported_cases","estimate"
2021-06-10,22,22.6,6.7,12,18,21,24,27,34,"reported_cases","estimate"
2021-06-11,21,21.2,6.6,11,17,19,22,25,32,"reported_cases","estimate"
2021-06-12,15,15.1,5.1,7,11,14,16,18,24,"reported_cases","estimate"
2021-06-13,16,16.2,5.3,8,13,15,17,20,26,"reported_cases","estimate"
2021-06-14,14,14.9,5.1,7,11,13,16,18,24,"reported_cases","estimate"
2021-06-15,13,13.4,4.5,7,10,12,14,16,21,"reported_cases","estimate"
2021-06-16,12,12.8,4.6,6,9,11,13,16,21,"reported_cases","estimate"
2021-06-17,11,11.6,4.2,5,9,10,12,14,19,"reported_cases","estimate"
2021-06-18,11,11.6,4.2,5,9,10,12,14,19,"reported_cases","estimate"
2021-06-19,12,12.1,4.5,6,9,11,13,15,20,"reported_cases","estimate"
2021-06-20,10,10.1,3.9,4,7,9,11,13,17,"reported_cases","estimate"
2021-06-21,10,9.9,3.8,4,7,9,11,12,17,"reported_cases","estimate"
2021-06-22,8,8.7,3.5,3,6,8,9,11,15,"reported_cases","estimate"
2021-06-23,5,5.5,2.7,2,4,5,6,7,10,"reported_cases","estimate"
2021-06-24,3,3.7,2.1,1,2,3,4,5,8,"reported_cases","estimate"
2021-06-25,4,4.1,2.2,1,3,3,4,5,8,"reported_cases","estimate"
2021-06-26,6,6,2.8,2,4,5,6,8,11,"reported_cases","estimate"
2021-06-27,6,6.1,2.9,2,4,5,7,8,11,"reported_cases","estimate"
2021-06-28,5,4.8,2.4,1,3,4,5,6,9,"reported_cases","estimate"
2021-06-29,3,3.7,2.1,1,2,3,4,5,7,"reported_cases","estimate"
2021-06-30,2,2.7,1.7,0,1,2,3,4,6,"reported_cases","estimate"
2021-07-01,2,1.9,1.4,0,1,1,2,3,5,"reported_cases","estimate"
2021-07-02,1,1,1,0,0,1,1,1,3,"reported_cases","estimate"
2021-07-03,2,2,1.5,0,1,1,2,3,5,"reported_cases","estimate"
2021-07-04,1,0.9,1,0,0,0,1,1,3,"reported_cases","estimate"
2021-07-05,2,1.9,1.4,0,1,1,2,3,4,"reported_cases","estimate"
2021-07-06,2,2,1.5,0,1,1,2,3,5,"reported_cases","estimate"
2021-07-07,2,1.8,1.4,0,1,1,2,3,4,"reported_cases","estimate"
2021-07-08,2,1.9,1.4,0,1,1,2,3,5,"reported_cases","estimate"
2021-07-09,3,3.1,1.9,0,2,2,3,4,6,"reported_cases","estimate"
2021-07-10,2,1.9,1.5,0,1,1,2,3,5,"reported_cases","estimate"
2021-07-11,2,2,1.5,0,1,1,2,3,5,"reported_cases","estimate"
2021-07-12,2,2,1.5,0,1,1,2,3,4,"reported_cases","estimate"
2021-07-13,1,0.9,1,0,0,0,1,1,3,"reported_cases","estimate"
2021-07-14,1,0.8,0.9,0,0,0,1,1,3,"reported_cases","estimate"
2021-07-15,0,0,0.1,0,0,0,0,0,0,"reported_cases","estimate"
2021-07-16,0,0.1,0.3,0,0,0,0,0,1,"reported_cases","estimate"
2021-07-17,0,0.1,0.2,0,0,0,0,0,1,"reported_cases","estimate"
2021-07-18,0,0,0.2,0,0,0,0,0,0,"reported_cases","estimate"
2021-07-19,0,0,0.1,0,0,0,0,0,0,"reported_cases","estimate"
2021-07-20,0,0.1,0.3,0,0,0,0,0,1,"reported_cases","estimate"
2021-07-21,0,0.1,0.4,0,0,0,0,0,1,"reported_cases","estimate"
2021-07-22,0,0.1,0.2,0,0,0,0,0,1,"reported_cases","estimate"
2021-07-23,1,1.1,1.1,0,0,1,1,2,3,"reported_cases","estimate"
2021-07-24,1,1,1,0,0,1,1,2,3,"reported_cases","estimate"
2021-07-25,1,1.1,1.1,0,0,1,1,2,3,"reported_cases","estimate"
2021-07-26,1,1,1.1,0,0,1,1,2,3,"reported_cases","estimate"
2021-07-27,2,2,1.5,0,1,1,2,3,5,"reported_cases","estimate"
2021-07-28,2,1.9,1.4,0,1,1,2,3,5,"reported_cases","estimate"
2021-07-29,1,1.1,1,0,0,1,1,2,3,"reported_cases","estimate"
2021-07-30,1,1.1,1.1,0,0,1,1,2,3,"reported_cases","estimate"
2021-07-31,1,1,1.1,0,0,1,1,2,3,"reported_cases","estimate"
2021-08-01,0,0,0.1,0,0,0,0,0,0,"reported_cases","estimate"
2021-08-02,0,0,0.2,0,0,0,0,0,0,"reported_cases","estimate"
2021-08-03,1,1,1,0,0,1,1,2,3,"reported_cases","estimate"
2021-08-04,1,1,1,0,0,1,1,2,3,"reported_cases","estimate"
2021-08-05,3,3,1.9,0,2,2,3,4,6,"reported_cases","estimate"
2021-08-06,3,3.3,2,0,2,3,4,4,7,"reported_cases","estimate"
2021-08-07,4,4.1,2.2,1,3,3,4,5,8,"reported_cases","estimate"
2021-08-08,4,4.1,2.2,1,2,3,4,5,8,"reported_cases","estimate"
2021-08-09,3,3.1,1.9,0,2,2,3,4,7,"reported_cases","estimate"
2021-08-10,3,3,1.8,0,2,2,3,4,6,"reported_cases","estimate"
2021-08-11,4,3.8,2.1,1,2,3,4,5,8,"reported_cases","estimate"
2021-08-12,4,4.1,2.2,1,3,3,4,5,8,"reported_cases","estimate"
2021-08-13,3,3.3,1.9,1,2,3,4,4,7,"reported_cases","estimate"
2021-08-14,3,3.1,1.8,1,2,2,3,4,6,"reported_cases","estimate"
2021-08-15,4,4.1,2.3,1,2,3,5,5,8,"reported_cases","estimate"
2021-08-16,4,4.1,2.2,1,3,3,4,5,8,"reported_cases","forecast"
2021-08-17,4,4.1,2.2,1,2,3,4,6,8,"reported_cases","forecast"
2021-08-18,4,4.1,2.3,1,3,3,4,5,8,"reported_cases","forecast"
2021-08-19,4,4.5,2.3,1,3,4,5,6,9,"reported_cases","forecast"
2021-08-20,5,5.1,2.6,1,3,4,6,7,10,"reported_cases","forecast"
2021-08-21,5,5.2,2.6,1,3,4,6,7,10,"reported_cases","forecast"
2021-08-22,5,5.2,2.6,2,3,4,6,7,10,"reported_cases","forecast"
