"date","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","variable","type"
2021-10-06,0,0.2,0.4,0,0,0,0,0,1,"reported_cases","estimate"
2021-10-07,7,7.6,2.9,3,6,7,8,9,13,"reported_cases","estimate"
2021-10-08,7,7.3,2.8,3,5,6,8,9,12,"reported_cases","estimate"
2021-10-09,5,5,2.3,2,3,4,5,6,9,"reported_cases","estimate"
2021-10-10,6,6.2,2.6,2,4,5,7,8,11,"reported_cases","estimate"
2021-10-11,6,6.1,2.5,2,4,5,7,8,10,"reported_cases","estimate"
2021-10-12,7,7.5,2.9,3,5,7,8,9,13,"reported_cases","estimate"
2021-10-13,7,6.9,2.7,3,5,6,7,9,12,"reported_cases","estimate"
2021-10-14,7,7.5,2.9,3,5,7,8,9,13,"reported_cases","estimate"
2021-10-15,6,6.1,2.5,2,4,5,7,8,11,"reported_cases","estimate"
2021-10-16,7,7.5,2.9,3,6,7,8,9,12,"reported_cases","estimate"
2021-10-17,8,8.1,3.1,3,6,7,9,10,13,"reported_cases","estimate"
2021-10-18,8,7.9,3,3,6,7,8,10,13,"reported_cases","estimate"
2021-10-19,9,9.3,3.2,4,7,8,10,11,15,"reported_cases","estimate"
2021-10-20,11,11,3.5,6,9,10,12,13,17,"reported_cases","estimate"
2021-10-21,11,11.7,3.6,6,9,11,12,14,18,"reported_cases","estimate"
2021-10-22,11,11.1,3.7,5.9,8,10,12,13,18,"reported_cases","estimate"
2021-10-23,7,7.3,2.8,3,5,6,8,9,12,"reported_cases","estimate"
2021-10-24,6,5.9,2.5,2,4,5,6,7,10,"reported_cases","estimate"
2021-10-25,6,5.8,2.5,2,4,5,6,7,10,"reported_cases","estimate"
2021-10-26,6,6.2,2.6,2,4,5,7,8,11,"reported_cases","estimate"
2021-10-27,8,7.9,3,3,6,7,8,10,13,"reported_cases","estimate"
2021-10-28,9,9.4,3.3,5,7,8,10,11,15,"reported_cases","estimate"
2021-10-29,13,12.9,4,7,10,12,14,16,20,"reported_cases","estimate"
2021-10-30,13,13.1,4,7,10,12,14,16,20,"reported_cases","estimate"
2021-10-31,15,15,4.4,8,12,14,16,18,23,"reported_cases","estimate"
2021-11-01,14,13.8,4.1,8,11,12,15,17,21,"reported_cases","estimate"
2021-11-02,13,13.5,4,7,11,12,14,16,21,"reported_cases","estimate"
2021-11-03,14,13.9,4.1,7,11,13,15,17,21,"reported_cases","estimate"
2021-11-04,15,15.7,4.3,9,13,14,17,18,23,"reported_cases","estimate"
2021-11-05,18,17.9,4.8,10,14,16,19,21,26,"reported_cases","estimate"
2021-11-06,17,17.1,4.8,10,14,16,18,20,25,"reported_cases","estimate"
2021-11-07,19,18.9,4.9,11,15,18,20,22,27,"reported_cases","estimate"
2021-11-08,23,23.1,5.6,15,19,21,24,27,32,"reported_cases","estimate"
2021-11-09,23,22.7,5.5,14,19,21,24,26,32,"reported_cases","estimate"
2021-11-10,23,23.6,5.7,15,20,22,25,27.2,33,"reported_cases","estimate"
2021-11-11,29,29.4,6.6,19,25,28,31,34,41,"reported_cases","estimate"
2021-11-12,30,30.8,6.9,20,26,29,32,35,43,"reported_cases","estimate"
2021-11-13,30,30.1,6.7,20,25.8,28,32,34,42,"reported_cases","estimate"
2021-11-14,30,30.1,6.5,20,26,28,31,34,42,"reported_cases","estimate"
2021-11-15,26,26.1,5.9,17,22,24,28,30,36,"reported_cases","estimate"
2021-11-16,23,22.9,5.6,14,19,21,24,26.2,33,"reported_cases","estimate"
2021-11-17,22,22,5.6,13,18,20,23,26,32,"reported_cases","estimate"
2021-11-18,22,22.1,5.4,14,18,21,23,26,31,"reported_cases","estimate"
2021-11-19,19,18.8,4.8,11,15,17,20,22,27,"reported_cases","estimate"
2021-11-20,16,15.9,4.4,9,13,15,17,19,23,"reported_cases","estimate"
2021-11-21,13,13.8,4.2,7,11,13,15,17,21,"reported_cases","estimate"
2021-11-22,14,13.8,4.1,7,11,12,15,16.2,21,"reported_cases","estimate"
2021-11-23,16,16.4,4.6,9,13,15,17,20,24,"reported_cases","estimate"
2021-11-24,15,14.8,4.3,8,12,14,16,18,22,"reported_cases","estimate"
2021-11-25,12,12.7,3.9,7,10,12,13,15,20,"reported_cases","estimate"
2021-11-26,10,10,3.4,5,8,9,11,12,16,"reported_cases","estimate"
2021-11-27,11,11.4,3.7,6,9,10,12,14,18,"reported_cases","estimate"
2021-11-28,12,11.8,3.8,6,9,11,13,14,18,"reported_cases","estimate"
2021-11-29,11,10.9,3.6,5,8,10,12,13,17,"reported_cases","estimate"
2021-11-30,12,12.6,3.9,7,10,11,13,15,20,"reported_cases","estimate"
2021-12-01,13,12.8,3.9,7,10,12,14,15,19,"reported_cases","estimate"
2021-12-02,14,13.7,4,7,11,13,15,16,21,"reported_cases","estimate"
2021-12-03,11,11,3.5,6,9,10,12,13,17,"reported_cases","estimate"
2021-12-04,8,7.7,2.9,3,6,7,8,10,13,"reported_cases","estimate"
2021-12-05,8,8,3,3,6,7,8,10,13,"reported_cases","estimate"
2021-12-06,7,7.1,2.9,3,5,6,8,9,12,"reported_cases","estimate"
2021-12-07,6,6.4,2.6,2,5,6,7,8,11,"reported_cases","estimate"
2021-12-08,7,6.9,2.8,3,5,6,7,9,12,"reported_cases","estimate"
2021-12-09,7,6.9,2.8,3,5,6,7,9,12,"reported_cases","estimate"
2021-12-10,7,7.2,2.9,3,5,6,8,9,12,"reported_cases","estimate"
2021-12-11,8,8.1,3,4,6,7,9,10,13,"reported_cases","estimate"
2021-12-12,7,7.2,2.8,3,5,6,8,9,12,"reported_cases","estimate"
2021-12-13,7,7.3,2.8,3,5,6,8,9,12,"reported_cases","estimate"
2021-12-14,8,8.3,3.1,4,6,7,9,10,14,"reported_cases","estimate"
2021-12-15,7,7.1,2.9,3,5,6,8,9,12,"reported_cases","estimate"
2021-12-16,4,4.7,2.3,1,3,4,5,6,9,"reported_cases","estimate"
2021-12-17,8,7.7,3,3,6,7,8,10,13,"reported_cases","estimate"
2021-12-18,9,8.9,3.3,4,7,8,10,11,15,"reported_cases","estimate"
2021-12-19,10,10,3.5,5,8,9,11,12,16,"reported_cases","estimate"
2021-12-20,10,10.5,3.6,5,8,9,11,13,17,"reported_cases","estimate"
2021-12-21,11,11.6,3.7,6,9,10,12,14,18,"reported_cases","estimate"
2021-12-22,13,13,4,7,10,12,14,16,20,"reported_cases","estimate"
2021-12-23,15,15.2,4.5,8,12,14,16,18,23,"reported_cases","estimate"
2021-12-24,15,15.1,4.3,8.9,12,14,16,18,23,"reported_cases","estimate"
2021-12-25,14,13.7,4,7.9,11,12,15,16,21,"reported_cases","estimate"
2021-12-26,11,11.7,3.9,6,9,11,12,14,18,"reported_cases","estimate"
2021-12-27,12,12.1,3.7,6,9,11,13,14,19,"reported_cases","estimate"
2021-12-28,16,16.1,4.5,9,13,15,17,19,24,"reported_cases","estimate"
2021-12-29,15,15.8,4.9,9,12,14,17,19,24,"reported_cases","forecast"
