"date","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","variable","type"
2021-03-24,1,0.9,0.9,0,0,0,1,1,3,"reported_cases","estimate"
2021-03-25,34,34.6,6.1,25,30,33,36,39,45,"reported_cases","estimate"
2021-03-26,41,41.2,6.7,30.9,37,39,43,46,52,"reported_cases","estimate"
2021-03-27,44,44.3,7.1,33,40,42,46,49,57,"reported_cases","estimate"
2021-03-28,47,47,7.2,36,42,45,49,52,59,"reported_cases","estimate"
2021-03-29,45,45.8,7.2,34,41,44,47,51,58,"reported_cases","estimate"
2021-03-30,48,47.7,7.2,36,43,46,49,53,60,"reported_cases","estimate"
2021-03-31,47,47.7,7.4,36,42,46,50,53,60,"reported_cases","estimate"
2021-04-01,55,55.7,8,43,50,53,58,61,69,"reported_cases","estimate"
2021-04-02,55,55,8,42,49,53,57,61,68,"reported_cases","estimate"
2021-04-03,60,59.9,8.7,46,54,58,62,66,74,"reported_cases","estimate"
2021-04-04,63,63.4,8.7,50,58,61,65,69,78,"reported_cases","estimate"
2021-04-05,65,64.7,8.6,51,58,62,67,70,79,"reported_cases","estimate"
2021-04-06,66,66.4,8.8,52,60,64,68,72,81,"reported_cases","estimate"
2021-04-07,69,68.9,8.8,55,63,67,71,75,83,"reported_cases","estimate"
2021-04-08,77,77.5,9.5,62,71,75,80,84,94,"reported_cases","estimate"
2021-04-09,84,84.5,10.1,68,78,82,87,91,102,"reported_cases","estimate"
2021-04-10,92,92,10.6,75,84,89,94,98.2,110,"reported_cases","estimate"
2021-04-11,94,94.7,10.9,77,87,91,97,101,114,"reported_cases","estimate"
2021-04-12,99,99.4,11.2,82,91,96.6,102,107,119,"reported_cases","estimate"
2021-04-13,98,98.1,10.9,81,91,95,100,105,117,"reported_cases","estimate"
2021-04-14,101,101.8,11.4,84,94,98,104,109,121,"reported_cases","estimate"
2021-04-15,102,102.7,11.4,84,95,99,105,110,122,"reported_cases","estimate"
2021-04-16,107,107.5,11.8,88,99,104,111,116,127,"reported_cases","estimate"
2021-04-17,117,117.7,12.6,98,109,114,121,126,139,"reported_cases","estimate"
2021-04-18,127,126.6,12.9,106,117,123,130,135,148,"reported_cases","estimate"
2021-04-19,120,120.7,12.9,100,112,117,124,129,143,"reported_cases","estimate"
2021-04-20,111,111.9,11.7,93,104,109,115,120,132,"reported_cases","estimate"
2021-04-21,113,113.3,12.1,94,105,110,116,121,133,"reported_cases","estimate"
2021-04-22,111,111.2,12,92,103,107,114,120,131,"reported_cases","estimate"
2021-04-23,105,105.3,11.5,86,97,102,108,113,125,"reported_cases","estimate"
2021-04-24,113,113.4,11.7,96,105,110,116,121,133,"reported_cases","estimate"
2021-04-25,119,119.1,12.4,100,110,115,122,128,140,"reported_cases","estimate"
2021-04-26,121,121.4,12.7,101,113,118,125,130,143,"reported_cases","estimate"
2021-04-27,118,118.7,12.3,99,110,115,122,127,140,"reported_cases","estimate"
2021-04-28,113,113.8,12.3,94,105,111,117,121,135,"reported_cases","estimate"
2021-04-29,114,113.9,11.6,95,106,111,117,122,133,"reported_cases","estimate"
2021-04-30,111,111.5,12.4,92,103,108,115,120,132,"reported_cases","estimate"
2021-05-01,110,110,11.8,92,102,106,113,118,130,"reported_cases","estimate"
2021-05-02,111,111.4,12.3,92,103,108,114,120,131,"reported_cases","estimate"
2021-05-03,105,105.6,11.7,87,98,103,108,113,126,"reported_cases","estimate"
2021-05-04,95.5,95.7,10.8,78,89,93,98,103,113,"reported_cases","estimate"
2021-05-05,90,90.1,10.7,73,83,87,92,97,108,"reported_cases","estimate"
2021-05-06,89,88.8,10.5,72,82,86,91,95,107,"reported_cases","estimate"
2021-05-07,87,87.3,10.5,70,80,84,90,94,105,"reported_cases","estimate"
2021-05-08,96,96.4,11.3,78,89,93,99,104,115,"reported_cases","estimate"
2021-05-09,87,86.9,10.3,71,80,84,89,93.2,104,"reported_cases","estimate"
2021-05-10,81,81.4,9.8,66,75,79,84,88,98,"reported_cases","estimate"
2021-05-11,83,82.8,9.8,67,76,80,85,89,99,"reported_cases","estimate"
2021-05-12,76,75.8,9.6,60,69,74,78,82,91,"reported_cases","estimate"
