"date","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","variable","type"
2021-11-24,0,0.4,0.6,0,0,0,0,1,2,"reported_cases","estimate"
2021-11-25,14,13.9,3.7,8,11,13,15,16,20,"reported_cases","estimate"
2021-11-26,12,12.4,3.6,7,10,11,13,15,19,"reported_cases","estimate"
2021-11-27,15,14.8,3.9,9,12,14,16,17,21,"reported_cases","estimate"
2021-11-28,15,15.5,4,9,13,14,16,18,22,"reported_cases","estimate"
2021-11-29,14,14,3.9,8,11,13,15,16,21,"reported_cases","estimate"
2021-11-30,15,15.3,4,9,13,14,16,18,22,"reported_cases","estimate"
2021-12-01,17,16.7,4.3,10,14,15,18,19,24,"reported_cases","estimate"
2021-12-02,15,15.6,4.1,9,13,14,17,18,23,"reported_cases","estimate"
2021-12-03,14,14.3,3.9,8,12,13,15,17,21,"reported_cases","estimate"
2021-12-04,12,11.8,3.5,6,9,11,12,14,18,"reported_cases","estimate"
2021-12-05,11,11.3,3.4,6,9,10,12,14,17,"reported_cases","estimate"
2021-12-06,10,10,3.2,5,8,9,11,12,16,"reported_cases","estimate"
2021-12-07,9,9.2,3.1,4,7,8,10,11,15,"reported_cases","estimate"
2021-12-08,10,10.1,3.3,5,8,9,11,12,16,"reported_cases","estimate"
2021-12-09,11,11.4,3.5,6,9,10,12,14,17,"reported_cases","estimate"
2021-12-10,12,12.5,3.6,7,10,11,13,15,19,"reported_cases","estimate"
2021-12-11,14,14.1,3.9,8,11,13,15,16,21,"reported_cases","estimate"
2021-12-12,13,12.8,3.7,7,10,12,14,15,19,"reported_cases","estimate"
2021-12-13,13,13.1,3.7,7,11,12,14,15,20,"reported_cases","estimate"
2021-12-14,15,14.7,3.9,9,12,13,16,17,22,"reported_cases","estimate"
2021-12-15,17,17,4.1,11,14,16,18,20,24,"reported_cases","estimate"
2021-12-16,13,13.3,3.7,8,11,12,14,16,20,"reported_cases","estimate"
2021-12-17,17,17.2,4.4,10,14,16,18,20,25,"reported_cases","estimate"
2021-12-18,19,19.6,4.6,12,16,18,21,23,27,"reported_cases","estimate"
2021-12-19,20,20,4.8,12,17,19,21,23,28,"reported_cases","estimate"
2021-12-20,20,19.7,4.7,12,16,18,21,23,28,"reported_cases","estimate"
2021-12-21,19,19.6,4.6,12,16,18,21,23,28,"reported_cases","estimate"
2021-12-22,22,22.6,5,15,19,21,24,26,31,"reported_cases","estimate"
2021-12-23,23,23.5,5.1,15,20,22,25,27,32,"reported_cases","estimate"
2021-12-24,26,25.7,5.4,17,22,24,27,29,35,"reported_cases","estimate"
2021-12-25,25,25.3,5.3,17,22,24,26,29,34,"reported_cases","estimate"
2021-12-26,24,24.2,5.1,16,21,23,25,27,33,"reported_cases","estimate"
2021-12-27,26,26.5,5.3,18,23,25,28,30,35,"reported_cases","estimate"
2021-12-28,33,32.8,5.9,23,29,31,34,37,43,"reported_cases","estimate"
2021-12-29,42,42.6,7.2,32,38,40,44,47,55,"reported_cases","estimate"
2021-12-30,44,44.3,7.3,33,39,42,46,49,57,"reported_cases","estimate"
2021-12-31,53,52.6,7.9,40,47,51,55,58,66,"reported_cases","estimate"
2022-01-01,60,60.4,8.5,47,55,58,62,66,75,"reported_cases","estimate"
2022-01-02,70,70.5,9.6,55,64,68,73,77,86,"reported_cases","estimate"
2022-01-03,72,72.6,9.4,58,66,70,75,79,88,"reported_cases","estimate"
2022-01-04,71,71.3,9.6,56,65,69,74,77,88,"reported_cases","estimate"
2022-01-05,79,79.4,10.1,64,73,77,82,86,97,"reported_cases","estimate"
2022-01-06,89,88.5,10.7,71,81,86,91,96,106,"reported_cases","estimate"
2022-01-07,90,90.4,10.9,73,83,88,93,97,109,"reported_cases","estimate"
2022-01-08,100,100.3,11.8,82,92,97,103,108,120,"reported_cases","estimate"
2022-01-09,110,110.3,12.6,90,102,107,113.4,119,131,"reported_cases","estimate"
2022-01-10,114,114.6,12.5,94,106,111,117.4,123,136,"reported_cases","estimate"
2022-01-11,118,118,12.8,97,109,114,121,127,139,"reported_cases","estimate"
2022-01-12,124,123.8,13.1,102,115,120,127,132,146,"reported_cases","estimate"
2022-01-13,115,115.1,12.9,95,106,111,118,123,137,"reported_cases","estimate"
2022-01-14,120,119.9,13,99,111,116,123,128,141,"reported_cases","estimate"
2022-01-15,134,134.3,14.3,112,125,131,138,144,158,"reported_cases","estimate"
2022-01-16,137,137.2,14.3,115,127,133,140,146,161,"reported_cases","estimate"
2022-01-17,132,131.9,13.8,110,122,128,135,141,156,"reported_cases","estimate"
2022-01-18,126,126.7,13.5,105,117,123,130,136,149,"reported_cases","estimate"
2022-01-19,133,132.5,13.9,110,123,129,136,142,156,"reported_cases","estimate"
2022-01-20,129,130.1,13.8,108,121,127,133,139,154,"reported_cases","estimate"
2022-01-21,135,135.1,14,113,126,131,138,144,159,"reported_cases","estimate"
2022-01-22,134,134.7,13.9,112,125,131,138,143,159,"reported_cases","estimate"
2022-01-23,129,129.5,13.7,108,120,126,133,138,152,"reported_cases","estimate"
2022-01-24,127,127.3,13.8,105,118,123,130,136,151,"reported_cases","estimate"
2022-01-25,119,119.3,13.4,98,110,116,123,129,141,"reported_cases","estimate"
2022-01-26,117,117.1,12.9,96,108,114,121,126,138,"reported_cases","estimate"
2022-01-27,108,108.3,12.1,89,100,105,111,116,129,"reported_cases","estimate"
2022-01-28,97,98,11.8,79,90,95,101,106,118,"reported_cases","estimate"
2022-01-29,89,89.3,10.7,72,82,86,92,96,108,"reported_cases","estimate"
2022-01-30,89,89.3,10.8,72,82,87,92,97,107,"reported_cases","estimate"
2022-01-31,80,80.4,9.9,64,74,78,83,87,97,"reported_cases","estimate"
2022-02-01,75.5,75.7,9.4,60,69,73,78,82,91,"reported_cases","estimate"
2022-02-02,65,65.4,9.1,51,59,63,68,71,81,"reported_cases","estimate"
2022-02-03,62,61.9,8.8,48,56,59,64,68,77,"reported_cases","estimate"
2022-02-04,62,61.6,8.6,48,56,59,64,67,76,"reported_cases","estimate"
2022-02-05,59,59.7,8.6,46,54,57,62,65,75,"reported_cases","estimate"
2022-02-06,54,54.2,7.9,42,49,52,56,59,68,"reported_cases","estimate"
2022-02-07,46,46.2,7.3,35,41,44,48,51,59,"reported_cases","estimate"
2022-02-08,43,43.4,7.1,32,38,41,45,48,55,"reported_cases","estimate"
2022-02-09,42,42.1,7,31,37,40,44,47,54,"reported_cases","estimate"
2022-02-10,33,32.9,6.1,23,29,31,34.4,37,43,"reported_cases","estimate"
2022-02-11,26,26.2,5.3,18,22.8,25,27,30,35,"reported_cases","estimate"
2022-02-12,24,24.2,5,16,21,23,25,28,32,"reported_cases","estimate"
2022-02-13,26,26,5.3,18,22,24,27,30,35,"reported_cases","estimate"
2022-02-14,22,22.3,4.9,15,19,21,23,25,31,"reported_cases","estimate"
2022-02-15,20,20.6,4.7,13,17,19,22,24,28,"reported_cases","estimate"
2022-02-16,17,17.2,4.4,10,14,16,18,20,25,"reported_cases","forecast"
2022-02-17,16,16.4,4.2,10,14,15,17,19,24,"reported_cases","forecast"
2022-02-18,17,17.6,4.6,10,14,16,18,21,26,"reported_cases","forecast"
2022-02-19,18,18,4.8,11,15,17,19,21,26,"reported_cases","forecast"
2022-02-20,17,17.6,4.8,10,14,16,19,21,26,"reported_cases","forecast"
2022-02-21,16,16.8,5.2,9,13,15,18,20,26,"reported_cases","forecast"
2022-02-22,17,17.2,5.7,9,13,15,18,21,27,"reported_cases","forecast"
2022-02-23,17,18.3,6.9,9,14,16,19,21,30,"reported_cases","forecast"
2022-02-24,17,18.3,8.6,9,13,15,18,21,32,"reported_cases","forecast"
2022-02-25,18,20.1,12,9,14,16,20,23,36,"reported_cases","forecast"
2022-02-26,19,21.5,15.8,9,14,17,21,25,41,"reported_cases","forecast"
2022-02-27,18,22.1,20.1,8,13,16,21,25,46,"reported_cases","forecast"
2022-02-28,17,22,26.3,7,12,15,19.4,24.2,48,"reported_cases","forecast"
2022-03-01,18,24,40.7,7,12,15,20,26,54,"reported_cases","forecast"
