"date","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","variable","type"
2021-02-12,0,0.6,0.7,0,0,0,1,1,2,"reported_cases","estimate"
2021-02-13,17,17.1,4.4,10,14,16,18,20,25,"reported_cases","estimate"
2021-02-14,22,21.9,4.8,14,19,20,23,25,30,"reported_cases","estimate"
2021-02-15,21,20.7,4.7,13,17.8,19,22,24,28,"reported_cases","estimate"
2021-02-16,24,23.7,5.1,15,20,22,25,27,32,"reported_cases","estimate"
2021-02-17,23,23.6,4.9,16,20,22,25,27,32,"reported_cases","estimate"
2021-02-18,25,25.1,5.3,17,22,23,26,29,34,"reported_cases","estimate"
2021-02-19,26,26.4,5.4,18,23,25,28,30,36,"reported_cases","estimate"
2021-02-20,27,27.3,5.3,19,24,26,28,31,36,"reported_cases","estimate"
2021-02-21,27,27,5.4,19,23,26,28,30.2,36,"reported_cases","estimate"
2021-02-22,23,23.8,5,16,20,22,25,27,32,"reported_cases","estimate"
2021-02-23,23,23.3,4.9,15,20,22,24,27,32,"reported_cases","estimate"
2021-02-24,24.5,24.6,5.3,16.9,21,23,26,28,34,"reported_cases","estimate"
2021-02-25,24,23.8,5.1,16,20,22,25,27,32,"reported_cases","estimate"
2021-02-26,23,23.3,5,15,20,22,24,26,32,"reported_cases","estimate"
2021-02-27,22,21.9,4.9,14,18,20,23,25,30,"reported_cases","estimate"
2021-02-28,23,23.5,5,16,20,22,24,27,32,"reported_cases","estimate"
2021-03-01,27,27.6,5.5,19,24,26,29,31,37,"reported_cases","estimate"
2021-03-02,29,28.9,5.6,20,25,27,30,33,38,"reported_cases","estimate"
2021-03-03,28,28.4,5.6,20,25,27,30,32,38,"reported_cases","estimate"
2021-03-04,32,32,5.8,23,28,30,33,36,42,"reported_cases","estimate"
2021-03-05,31,30.8,5.9,21,27,29,32,35,41,"reported_cases","estimate"
2021-03-06,29,29,5.6,20,25,28,30,33,38,"reported_cases","estimate"
2021-03-07,26,26.4,5.3,18,23,25,28,30,36,"reported_cases","estimate"
2021-03-08,24,24.4,5,16.9,21,23,25,28,33,"reported_cases","estimate"
2021-03-09,29,29.2,5.5,20,26,27,30,33,39,"reported_cases","estimate"
2021-03-10,26,26.6,5.4,18.9,23,25,28,30,36,"reported_cases","estimate"
2021-03-11,24,23.9,4.9,16,21,22,25,27,32,"reported_cases","estimate"
2021-03-12,20,20.4,4.7,13,17,19,21,23,28,"reported_cases","estimate"
2021-03-13,17,17.5,4.3,11,15,16,18,20,25,"reported_cases","estimate"
2021-03-14,22,22.6,4.9,15,19,21,24,26,31,"reported_cases","estimate"
2021-03-15,23,22.8,4.9,15,20,21,24,26,31,"reported_cases","estimate"
2021-03-16,25,25.1,5.2,17,21,24,26,28,34,"reported_cases","estimate"
2021-03-17,26,26.4,5.3,18,23,25,28,30,35,"reported_cases","estimate"
2021-03-18,26,26.6,5.3,18,23,25,28,30,36,"reported_cases","estimate"
2021-03-19,24,24.5,5.2,16,21,23,25,28,34,"reported_cases","estimate"
2021-03-20,25,24.8,5.1,17,22,23,26,28,33,"reported_cases","estimate"
2021-03-21,28,28,5.4,19,24,26,29,31,37,"reported_cases","estimate"
2021-03-22,28,28.5,5.5,20,25,27,30,32,38,"reported_cases","estimate"
2021-03-23,30,30.4,5.7,21,27,29,32,34,40,"reported_cases","estimate"
2021-03-24,30,30.5,5.7,22,27,29,32,34,40,"reported_cases","estimate"
2021-03-25,33,33.1,6.1,23,29,31,34,37,43,"reported_cases","estimate"
2021-03-26,40,40.4,6.8,30,36,39,42,45,52,"reported_cases","estimate"
2021-03-27,43.5,43.9,7.1,33,39,42,45,49,56,"reported_cases","estimate"
2021-03-28,45,45.6,7.2,34,41,44,47,50,58,"reported_cases","estimate"
2021-03-29,44,44.5,7,33,40,43,46,49,57,"reported_cases","estimate"
2021-03-30,48,48,7.4,36,43,46,50,53,60,"reported_cases","estimate"
2021-03-31,47,47.7,7.3,36,43,46,49,52,60,"reported_cases","estimate"
2021-04-01,54,53.9,7.8,41,48,52,56,59,67,"reported_cases","estimate"
2021-04-02,54,54.6,7.9,41,49,52,56,60,68,"reported_cases","estimate"
2021-04-03,60,60.2,8.2,47,55,58,62,66,74,"reported_cases","estimate"
2021-04-04,63,62.8,8.5,49,57,60.6,65,68,77,"reported_cases","estimate"
2021-04-05,63,63.9,8.6,50,58,61,66,70,78,"reported_cases","estimate"
2021-04-06,67,67.4,9,53,61,65,69,73,83,"reported_cases","estimate"
2021-04-07,70,69.9,9.2,55,64,67,72,76,86,"reported_cases","estimate"
2021-04-08,76,76.4,9.6,61,69,74,79,83,92,"reported_cases","estimate"
2021-04-09,85,85,10.3,69,78,82,87,92,103,"reported_cases","estimate"
2021-04-10,94,94.6,10.8,77,87,92,97,102,112,"reported_cases","estimate"
