"date","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","variable","type"
2021-03-04,0,0.6,0.8,0,0,0,1,1,2,"reported_cases","estimate"
2021-03-05,32,31.9,5.8,22,28,30,33,36,41,"reported_cases","estimate"
2021-03-06,29,28.6,5.5,20,25,27,30,32,38,"reported_cases","estimate"
2021-03-07,27,27.2,5.6,18,23,26,28,31,37,"reported_cases","estimate"
2021-03-08,25,25.1,5.1,17,22,24,26,28,34,"reported_cases","estimate"
2021-03-09,29,29,5.7,20,25,27,30.4,33,38,"reported_cases","estimate"
2021-03-10,27,27,5.4,19,23,25,28,30,36,"reported_cases","estimate"
2021-03-11,25,24.9,5.1,17,21,24,26,28,34,"reported_cases","estimate"
2021-03-12,21,21.1,4.8,13,18,20,22,24,29,"reported_cases","estimate"
2021-03-13,17,17.6,4.3,11,15,16,18,20,25,"reported_cases","estimate"
2021-03-14,23,22.9,4.9,15,19,21,24,26,31,"reported_cases","estimate"
2021-03-15,23,22.9,4.9,15,20,21,24,26,31,"reported_cases","estimate"
2021-03-16,25,25.1,5.1,17,21,24,26,28,34,"reported_cases","estimate"
2021-03-17,26,26.4,5.4,18,23,25,28,30,36,"reported_cases","estimate"
2021-03-18,28,27.6,5.5,19,24,26,29,31,37,"reported_cases","estimate"
2021-03-19,25,25,5.2,17,22,23,26,29,34,"reported_cases","estimate"
2021-03-20,25,24.6,5,17,21,23,26,28,33,"reported_cases","estimate"
2021-03-21,28,27.8,5.6,19,24,26,29,32,37,"reported_cases","estimate"
2021-03-22,28,28.3,5.7,19,24,27,29,32,38,"reported_cases","estimate"
2021-03-23,30,29.9,5.8,21,26,29,31,33,39,"reported_cases","estimate"
2021-03-24,30,30.1,5.6,21,26,29,31,34,40,"reported_cases","estimate"
2021-03-25,34,34.1,5.9,25,30,32,35,38,44,"reported_cases","estimate"
2021-03-26,41,41,6.8,30,36,39,43,46,52,"reported_cases","estimate"
2021-03-27,43,42.6,6.9,31,38,41,44,47,55,"reported_cases","estimate"
2021-03-28,45,45.7,7.1,35,41,44,47,50,58,"reported_cases","estimate"
2021-03-29,45,44.7,7,34,40,43,46,49,57,"reported_cases","estimate"
2021-03-30,47,47.3,7.3,35,42,45,49,52,60,"reported_cases","estimate"
2021-03-31,47,47.3,7.1,36,43,45,49,52,59,"reported_cases","estimate"
2021-04-01,55,55.1,8.1,42,50,53,57,60,68,"reported_cases","estimate"
2021-04-02,55,55.4,8,43,50,53,57,61,69,"reported_cases","estimate"
2021-04-03,58,58.6,8.2,46,53,56,60,64,73,"reported_cases","estimate"
2021-04-04,63,62.9,8.5,49,57,61,65,69,76,"reported_cases","estimate"
2021-04-05,64,64,8.6,50,58,62,66,70,79,"reported_cases","estimate"
2021-04-06,66,66.3,8.9,52,60,64,68,72,81,"reported_cases","estimate"
2021-04-07,68,68.7,8.8,55,63,66,71,74.2,84,"reported_cases","estimate"
2021-04-08,77,77.2,9.6,62,71,75,80,83,93,"reported_cases","estimate"
2021-04-09,85,85.4,10.1,70,78,83,87,92,103,"reported_cases","estimate"
2021-04-10,91,91.1,10.4,74.9,84,88,94,98,108,"reported_cases","estimate"
2021-04-11,94,94.5,11,77,87,92,97,102,112,"reported_cases","estimate"
2021-04-12,100,99.9,10.8,82,93,97,102,107,118,"reported_cases","estimate"
2021-04-13,99,99.5,11.1,82,92,97,102,106,118,"reported_cases","estimate"
2021-04-14,103,102.9,11.4,85,95,100,106,110,122,"reported_cases","estimate"
2021-04-15,104,103.9,11.4,85,96,101,106,111,123,"reported_cases","estimate"
2021-04-16,110,109.9,11.9,90,102,107,113,118,129,"reported_cases","estimate"
2021-04-17,116,116.7,12.3,97,108,113,119,125,138,"reported_cases","estimate"
2021-04-18,126,126.6,12.8,106,118,123,129,135,148,"reported_cases","estimate"
2021-04-19,119,119.4,12.2,100,111,116,122,128,140,"reported_cases","estimate"
2021-04-20,112,112.1,12.1,92,104,109,115,121,133,"reported_cases","estimate"
2021-04-21,114,114.8,11.9,96,107,111,117,123,135,"reported_cases","estimate"
2021-04-22,112,112.1,11.8,93,104,109,115,120,132,"reported_cases","estimate"
2021-04-23,107,107.3,11.6,89,99,104,110,115,127,"reported_cases","estimate"
2021-04-24,113,113.5,11.9,95,105,110,116,121,134,"reported_cases","estimate"
2021-04-25,119,119.9,12.8,100,111,117,123,128,141,"reported_cases","estimate"
2021-04-26,122,122,12.3,102,114,119,125,130,143,"reported_cases","estimate"
2021-04-27,120,120.5,12.7,101,112,117,123,129,142,"reported_cases","estimate"
2021-04-28,115,114.9,12.4,94,107,112,118,123,136,"reported_cases","estimate"
2021-04-29,115,115,12.5,96,106,111.6,118,123,136,"reported_cases","estimate"
2021-04-30,113,113.2,12.2,94,105,110,116,121,134,"reported_cases","estimate"
2021-05-01,110,109.8,11.5,91,101,107,113,117,129,"reported_cases","estimate"
2021-05-02,112,112,12,93,104,109,115,120,132,"reported_cases","estimate"
