"date","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","variable","type"
2021-10-24,0,0.1,0.3,0,0,0,0,0,1,"reported_cases","estimate"
2021-10-25,6,6.1,2.5,2,4,5,6,8,11,"reported_cases","estimate"
2021-10-26,6,6.4,2.6,2.9,5,6,7,8,11,"reported_cases","estimate"
2021-10-27,8,8,2.9,4,6,7,8,10,13,"reported_cases","estimate"
2021-10-28,9,8.9,3,4,7,8,10,11,14,"reported_cases","estimate"
2021-10-29,13,12.8,3.8,7,10,12,14,15,19,"reported_cases","estimate"
2021-10-30,14,14.5,4,8,12,13,15,17,22,"reported_cases","estimate"
2021-10-31,16,15.9,4.2,9,13,15,17,19,23,"reported_cases","estimate"
2021-11-01,13,13.7,3.8,8,11,12,14,16,20,"reported_cases","estimate"
2021-11-02,13,13.5,3.7,8,11,12,14,16,20,"reported_cases","estimate"
2021-11-03,14,13.7,3.9,8,11,12,14,16,20,"reported_cases","estimate"
2021-11-04,15,14.8,4,8,12,14,16,17,22,"reported_cases","estimate"
2021-11-05,18,18.2,4.5,11,15,17,19,21,26,"reported_cases","estimate"
2021-11-06,18,18.5,4.6,11,15,17,19,22,26,"reported_cases","estimate"
2021-11-07,20,20,4.8,13,17,19,21,23,29,"reported_cases","estimate"
2021-11-08,22,22.8,5.3,15,19,21,24,26,32,"reported_cases","estimate"
2021-11-09,23,22.8,5.2,15,19,21,24,26,31,"reported_cases","estimate"
2021-11-10,23,23.2,5.3,15,19,22,24,27,32,"reported_cases","estimate"
2021-11-11,27,27.4,5.9,18,23,26,29,31,37,"reported_cases","estimate"
2021-11-12,31,31.1,6.5,21,27,29,32,35,42,"reported_cases","estimate"
2021-11-13,33,32.9,6.6,22,28,31,34,37,44,"reported_cases","estimate"
2021-11-14,31,31.4,6.3,21,27,30,33,36,42,"reported_cases","estimate"
2021-11-15,25,25.6,5.5,17,22,24,27,29,35,"reported_cases","estimate"
2021-11-16,22,22.7,5.1,14,19,21,24,26,32,"reported_cases","estimate"
2021-11-17,21,21.2,4.9,13,18,20,22,24,30,"reported_cases","estimate"
