"date","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","variable","type"
2021-05-21,1,0.9,0.9,0,0,0,1,1,3,"reported_cases","estimate"
2021-05-22,58,59.7,14.1,38,50,55,62,68,84,"reported_cases","estimate"
2021-05-23,57,58,13.6,38,48,53,61,67,81,"reported_cases","estimate"
2021-05-24,58,59.2,14.1,38,49,55,62,68,84,"reported_cases","estimate"
2021-05-25,54,55.1,13.1,35,46,51,58,63,78,"reported_cases","estimate"
2021-05-26,49,49.8,12,32,42,46,52,57,70,"reported_cases","estimate"
2021-05-27,47,47.6,11.6,30,39,44,50,55,68,"reported_cases","estimate"
2021-05-28,43,43.6,10.8,28,36,40,45,50,62,"reported_cases","estimate"
2021-05-29,33,33.4,8.4,21,28,31,35,39,48,"reported_cases","estimate"
2021-05-30,35,35.4,8.9,22,29,33,37,41,51,"reported_cases","estimate"
2021-05-31,35,35.7,9.4,21,29,33,38,41,52,"reported_cases","estimate"
2021-06-01,33,33.4,9,19,27,31,35,39,49,"reported_cases","estimate"
2021-06-02,27,28,7.8,16,22,26,29,33,42,"reported_cases","estimate"
2021-06-03,30,29.8,8.1,18,24,27,31,35,44,"reported_cases","estimate"
2021-06-04,28,29.2,7.8,17,24,27,31,34,43,"reported_cases","estimate"
2021-06-05,28,28.2,7.5,16.9,23,26,30,33,41,"reported_cases","estimate"
2021-06-06,28,28.8,7.5,17,24,27,30,33,42,"reported_cases","estimate"
2021-06-07,26,26.9,7.7,16,21,24,28,31,41,"reported_cases","estimate"
2021-06-08,25,25.4,6.9,15,21,23,27,30,38,"reported_cases","estimate"
2021-06-09,23,23.2,6.7,13,18,21,24,27,35,"reported_cases","estimate"
2021-06-10,22,22.9,6.7,13,18,21,24,27,35,"reported_cases","estimate"
2021-06-11,20,20.7,6.2,11,16,19,22,24,31,"reported_cases","estimate"
2021-06-12,15,14.9,4.8,7,11,13,16,18,23,"reported_cases","estimate"
2021-06-13,15,15.7,4.9,8,12,14,17,19,24,"reported_cases","estimate"
2021-06-14,15,15.2,5.1,8,11.8,13,16,18,24,"reported_cases","estimate"
2021-06-15,13,13.6,4.6,6,10,12,14,16,22,"reported_cases","estimate"
2021-06-16,12,12.7,4.3,6,10,11,14,15,20,"reported_cases","estimate"
2021-06-17,12,12,4.3,6,9,11,13,15,20,"reported_cases","estimate"
2021-06-18,11,11.4,4,6,9,10,12,14,18,"reported_cases","estimate"
2021-06-19,12,11.9,4.1,6,9,11,13,15,19,"reported_cases","estimate"
2021-06-20,9,9.7,3.7,4,7,9,10,12,16,"reported_cases","estimate"
2021-06-21,9,9.9,3.7,4,7,9,10,12,17,"reported_cases","estimate"
2021-06-22,8,8.7,3.4,4,6,8,9,11,15,"reported_cases","estimate"
2021-06-23,5,5.4,2.5,2,4,5,6,7,10,"reported_cases","estimate"
2021-06-24,4,4,2.2,1,2,3,4,5,8,"reported_cases","estimate"
2021-06-25,4,4,2.2,1,2,3,4,5,8,"reported_cases","estimate"
2021-06-26,6,5.9,2.7,2,4,5,6,8,11,"reported_cases","estimate"
2021-06-27,6,5.9,2.7,2,4,5,6,7,11,"reported_cases","estimate"
2021-06-28,5,4.9,2.4,1,3,4,5,6,9,"reported_cases","estimate"
