"date","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","variable","type"
2021-10-17,0,0.2,0.5,0,0,0,0,0,1,"reported_cases","estimate"
2021-10-18,8,8.1,3,3,6,7,9,10,13,"reported_cases","estimate"
2021-10-19,9,9.6,3.1,5,8,9,10,11,15,"reported_cases","estimate"
2021-10-20,11,11,3.5,6,9,10,12,13,17,"reported_cases","estimate"
2021-10-21,11,11.1,3.5,6,9,10,12,13,17,"reported_cases","estimate"
2021-10-22,11,11.2,3.5,6,9,10,12,13,17,"reported_cases","estimate"
2021-10-23,8,8,3,3,6,7,9,10,13,"reported_cases","estimate"
2021-10-24,6,6.1,2.5,2,4,5,7,8,10,"reported_cases","estimate"
2021-10-25,6,5.9,2.5,2,4,5,6,8,10,"reported_cases","estimate"
2021-10-26,6,6.4,2.6,2,4,6,7,8,11,"reported_cases","estimate"
2021-10-27,8,8.1,2.9,4,6,7,9,10,13,"reported_cases","estimate"
2021-10-28,9,8.8,3.2,4,7,8,9,11,14,"reported_cases","estimate"
2021-10-29,13,12.8,3.8,7,10,12,14,15,19,"reported_cases","estimate"
2021-10-30,14,13.9,3.9,8,11,13,15,16,21,"reported_cases","estimate"
2021-10-31,15,15.3,4.3,9,12,14,16,18,23,"reported_cases","estimate"
2021-11-01,14,13.9,4,8,11,13,15,16,21,"reported_cases","estimate"
2021-11-02,13,13.4,3.8,8,11,12,14,16,20,"reported_cases","estimate"
2021-11-03,14,14,4.1,8,11,13,15,17,21,"reported_cases","estimate"
2021-11-04,14.5,14.8,4.1,8,12,14,16,17.2,22,"reported_cases","estimate"
2021-11-05,18,18.1,4.4,11,15,17,19,21,26,"reported_cases","estimate"
2021-11-06,18,17.8,4.6,11,15,17,19,21,26,"reported_cases","estimate"
2021-11-07,19,19.3,4.9,12,16,18,20,22,28,"reported_cases","estimate"
2021-11-08,23,22.7,5.3,14,19,21,24,26,31,"reported_cases","estimate"
2021-11-09,23,23.1,5.3,15,19,22,24,27,32,"reported_cases","estimate"
2021-11-10,24,24.1,5.3,16,20,22,25,27,33,"reported_cases","estimate"
2021-11-11,28,27.9,5.8,19,24,26,29,32,38,"reported_cases","estimate"
2021-11-12,30,30.6,6.3,21,26,29,32,35,41,"reported_cases","estimate"
2021-11-13,32,32.2,6.6,22,28,30,33,36,44,"reported_cases","estimate"
2021-11-14,30,30.4,6.3,21,26,29,32,35,41,"reported_cases","estimate"
2021-11-15,26,25.8,5.7,17,22,24,27,29,36,"reported_cases","estimate"
2021-11-16,23,23.1,5.3,15,19,21,24,27,32,"reported_cases","estimate"
2021-11-17,22,22,5.1,14,18,20,23,25,31,"reported_cases","estimate"
2021-11-18,20,20.6,5.1,13,17,19,22,24,29,"reported_cases","estimate"
2021-11-19,18,18.7,4.7,11,15,17,20,22,27,"reported_cases","estimate"
2021-11-20,17,16.9,4.5,10,14,16,18,20,24,"reported_cases","estimate"
2021-11-21,14,14.1,4,8,11,13,15,17,21,"reported_cases","estimate"
2021-11-22,13,13.5,4,7,11,12,14,16,20,"reported_cases","estimate"
2021-11-23,16,16.6,4.4,10,14,15,18,19,24,"reported_cases","estimate"
2021-11-24,15,14.9,4.1,9,12,14,16,18,22,"reported_cases","estimate"
2021-11-25,12,11.9,3.7,6,9,11,13,14,18,"reported_cases","estimate"
2021-11-26,10,9.9,3.3,5,8,9,10.4,12,16,"reported_cases","estimate"
2021-11-27,12,11.9,3.6,6,9,11,13,14,18,"reported_cases","estimate"
2021-11-28,12,12,3.7,6,9,11,13,14,18,"reported_cases","estimate"
2021-11-29,11,10.8,3.4,5,8,10,11,13,17,"reported_cases","estimate"
2021-11-30,12,12.6,3.8,7,10,11,13,15,19,"reported_cases","estimate"
2021-12-01,14,14.1,4.1,8,11,13,15,17,21,"reported_cases","estimate"
2021-12-02,14,13.8,3.9,8,11,13,15,16,21,"reported_cases","estimate"
2021-12-03,12,12,3.7,6,9,11,13,14,18,"reported_cases","estimate"
2021-12-04,9,9.1,3.2,4,7,8,10,11,15,"reported_cases","estimate"
2021-12-05,9,9,3.2,4,7,8,10,11,14,"reported_cases","estimate"
2021-12-06,8,8.1,2.9,4,6,7,9,10,13,"reported_cases","estimate"
2021-12-07,7,7.4,2.8,3,5,6,8,9,12,"reported_cases","estimate"
2021-12-08,8,7.8,2.9,3,6,7,8,10,13,"reported_cases","estimate"
2021-12-09,7,7.6,2.8,3,6,7,8,9,12,"reported_cases","estimate"
2021-12-10,8,8.2,3,4,6,7,9,10,14,"reported_cases","estimate"
2021-12-11,10,9.7,3.2,5,7,9,10,12,15,"reported_cases","estimate"
2021-12-12,8,8.6,3,4,6,8,9,10.2,14,"reported_cases","estimate"
2021-12-13,9,9.2,3.1,4,7,8,10,11,15,"reported_cases","estimate"
2021-12-14,10,10.5,3.4,5,8,9,11,13,16,"reported_cases","estimate"
2021-12-15,9,9.1,3.1,4,7,8,10,11,15,"reported_cases","estimate"
2021-12-16,6,6.4,2.6,3,5,6,7,8,11,"reported_cases","estimate"
2021-12-17,10,9.8,3.3,5,8,9,11,12,16,"reported_cases","estimate"
2021-12-18,11,11.4,3.5,6,9,10,12,14,18,"reported_cases","estimate"
2021-12-19,12,12.2,3.8,6,10,11,13,15,19,"reported_cases","estimate"
2021-12-20,13,12.8,3.8,7,10,12,14,15,19,"reported_cases","estimate"
2021-12-21,13,12.9,3.9,7,10,12,14,15,20,"reported_cases","estimate"
2021-12-22,14,14.4,4.1,8,12,13,15,17,22,"reported_cases","estimate"
2021-12-23,15,15.6,4.3,9,13,14,16,18,23,"reported_cases","estimate"
2021-12-24,16,16.5,4.5,10,13,15,17,19,24,"reported_cases","estimate"
2021-12-25,15.5,15.8,4.3,9,13,15,16,18,23,"reported_cases","estimate"
2021-12-26,15,15.2,4.3,9,12,14,16,18,22,"reported_cases","estimate"
2021-12-27,17,17.4,4.5,10,14,16,18,20,25,"reported_cases","estimate"
2021-12-28,24,24.5,5.5,16,21,23,26,28,34,"reported_cases","estimate"
2021-12-29,30,30.4,6.4,20.9,26,29,32,34,41,"reported_cases","estimate"
2021-12-30,34,34.8,7,24,30,33,36,39,47,"reported_cases","estimate"
2021-12-31,39,39,7.4,27,34,37,41,44,51,"reported_cases","estimate"
2022-01-01,43,43.2,7.9,31,37,41,45,48,57,"reported_cases","estimate"
2022-01-02,50,50.2,8.8,36,44,48,52,56,65,"reported_cases","estimate"
2022-01-03,52,52,9,37,46,50,54,58,68,"reported_cases","estimate"
2022-01-04,56,56.1,9.4,41,50,54,58,62,72,"reported_cases","estimate"
2022-01-05,57,56.9,9.3,42.9,50,54,59,63,72,"reported_cases","estimate"
