"date","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","variable","type"
2021-06-03,0,0.5,0.8,0,0,0,0,1,2,"reported_cases","estimate"
2021-06-04,32,33.3,10.2,19,26,30,35,39,52,"reported_cases","estimate"
2021-06-05,27,27.8,8.8,15,22,25,29,33,44,"reported_cases","estimate"
2021-06-06,28,28.7,9,15,22,26,30,34,44,"reported_cases","estimate"
2021-06-07,24,24.8,8.5,13,19,22,26,30,40,"reported_cases","estimate"
2021-06-08,24,24.4,8,12,19,22,26,29,39,"reported_cases","estimate"
2021-06-09,24,24.3,8.1,12,18,22,26,29,39,"reported_cases","estimate"
2021-06-10,24,24.8,8.3,13,19,22,26,29,40,"reported_cases","estimate"
2021-06-11,23,23.4,7.7,12,18,21,25,28,37,"reported_cases","estimate"
2021-06-12,14,14.8,5.5,7,11,13,16,18,25,"reported_cases","estimate"
2021-06-13,15,15.8,5.8,7,12,14,17,19,26,"reported_cases","estimate"
2021-06-14,13,13.8,5.5,6,10,12,15,17,24,"reported_cases","estimate"
2021-06-15,13,13.1,5,6,9,11,14,16,22,"reported_cases","estimate"
2021-06-16,13,13.4,5.1,6,10,12,14,17,22,"reported_cases","estimate"
2021-06-17,12,12.6,4.8,6,9,11,13,16,21,"reported_cases","estimate"
2021-06-18,12,12.9,4.7,6,10,11,14,16,22,"reported_cases","estimate"
2021-06-19,11,11.6,4.4,5,8,10,12,14,20,"reported_cases","estimate"
2021-06-20,9,9.8,4.1,4,7,8,10,12,17,"reported_cases","estimate"
2021-06-21,9,8.9,4,3,6,8,9,11,16,"reported_cases","estimate"
2021-06-22,8,8.4,3.8,3,6,7,9,11,15,"reported_cases","estimate"
2021-06-23,5,5.6,2.8,2,4,5,6,7,11,"reported_cases","estimate"
2021-06-24,4,4.1,2.2,1,3,3,4,5,8,"reported_cases","estimate"
2021-06-25,4,4.4,2.4,1,3,4,5,6,9,"reported_cases","estimate"
2021-06-26,6,5.8,2.8,2,4,5,6,7,11,"reported_cases","estimate"
2021-06-27,6,5.9,2.8,2,4,5,6,8,11,"reported_cases","estimate"
2021-06-28,4,4.3,2.4,1,3,3,5,6,9,"reported_cases","estimate"
2021-06-29,3,3.6,2.2,1,2,3,4,5,8,"reported_cases","estimate"
2021-06-30,3,2.8,1.8,0,1,2,3,4,6,"reported_cases","estimate"
2021-07-01,2,2.1,1.5,0,1,1,2,3,5,"reported_cases","estimate"
2021-07-02,1,1.1,1,0,0,1,1,2,3,"reported_cases","estimate"
2021-07-03,2,1.9,1.5,0,1,1,2,3,5,"reported_cases","estimate"
2021-07-04,1,0.9,1,0,0,0,1,1,3,"reported_cases","estimate"
2021-07-05,2,1.8,1.4,0,1,1,2,3,4,"reported_cases","estimate"
2021-07-06,2,1.9,1.5,0,1,1,2,3,5,"reported_cases","estimate"
2021-07-07,2,1.8,1.5,0,1,1,2,3,5,"reported_cases","estimate"
2021-07-08,2,2,1.5,0,1,1,2,3,5,"reported_cases","estimate"
2021-07-09,3,3.5,2.1,1,2,3,4,5,7,"reported_cases","estimate"
2021-07-10,2,1.9,1.5,0,1,1,2,3,5,"reported_cases","estimate"
2021-07-11,2,1.9,1.4,0,1,1,2,3,5,"reported_cases","estimate"
2021-07-12,1,1.8,1.4,0,1,1,2,3,4,"reported_cases","estimate"
2021-07-13,1,0.9,1,0,0,0,1,1,3,"reported_cases","estimate"
2021-07-14,1,0.9,1,0,0,0,1,1,3,"reported_cases","estimate"
2021-07-15,0,0,0.1,0,0,0,0,0,0,"reported_cases","estimate"
2021-07-16,0,0.1,0.3,0,0,0,0,0,1,"reported_cases","estimate"
2021-07-17,0,0.1,0.2,0,0,0,0,0,1,"reported_cases","estimate"
2021-07-18,0,0,0.2,0,0,0,0,0,0,"reported_cases","estimate"
2021-07-19,0,0,0.1,0,0,0,0,0,0,"reported_cases","estimate"
2021-07-20,0,0.1,0.3,0,0,0,0,0,1,"reported_cases","estimate"
2021-07-21,0,0.1,0.3,0,0,0,0,0,1,"reported_cases","estimate"
2021-07-22,0,0.1,0.2,0,0,0,0,0,0,"reported_cases","estimate"
2021-07-23,1,1.2,1.1,0,0,1,1,2,3,"reported_cases","estimate"
2021-07-24,1,0.9,1,0,0,0,1,1,3,"reported_cases","estimate"
2021-07-25,1,1.1,1.1,0,0,1,1,2,3,"reported_cases","estimate"
2021-07-26,1,0.9,1,0,0,0,1,1.2,3,"reported_cases","estimate"
