"date","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","variable","type"
2021-10-19,0,0.2,0.4,0,0,0,0,0,1,"reported_cases","estimate"
2021-10-20,11,11.2,3.6,6,9,10,12,14,18,"reported_cases","estimate"
2021-10-21,11,11.1,3.5,6,9,10,12,13,17,"reported_cases","estimate"
2021-10-22,11,10.9,3.5,5,8,10,12,13,17,"reported_cases","estimate"
2021-10-23,8,8.2,3,4,6,7,9,10,13,"reported_cases","estimate"
2021-10-24,6,6.2,2.6,2,4,5,7,8,11,"reported_cases","estimate"
2021-10-25,6,6,2.5,2,4,5,6,8,11,"reported_cases","estimate"
2021-10-26,6,6.4,2.6,2,5,6,7,8,11,"reported_cases","estimate"
2021-10-27,8,8.1,3,4,6,7,9,10,13,"reported_cases","estimate"
2021-10-28,9,8.9,3.1,4,7,8,10,11,14,"reported_cases","estimate"
2021-10-29,12.5,12.7,3.7,7,10,12,13,15,19,"reported_cases","estimate"
2021-10-30,14,14,3.9,8,11,13,15,16,21,"reported_cases","estimate"
2021-10-31,15,15.1,4.2,9,12,14,16,18,23,"reported_cases","estimate"
2021-11-01,14,14,4,8,11,13,15,17,21,"reported_cases","estimate"
2021-11-02,13,13.6,4,7,11,12,14,16,20,"reported_cases","estimate"
2021-11-03,14,13.9,3.9,8,11,13,15,16,20,"reported_cases","estimate"
2021-11-04,14,14.7,4.1,8,12,13,16,17,22,"reported_cases","estimate"
2021-11-05,17,17.6,4.6,10.9,14,16,19,21,25,"reported_cases","estimate"
2021-11-06,18,17.9,4.6,11,15,16,19,21,26,"reported_cases","estimate"
2021-11-07,19,19.2,4.7,12,16,18,20,22,27,"reported_cases","estimate"
2021-11-08,23,22.9,5.3,15,19,21,24,26,32,"reported_cases","estimate"
2021-11-09,23,23.3,5.4,15,20,22,24,27,32,"reported_cases","estimate"
2021-11-10,24,24.1,5.4,16,20,23,25,28,33,"reported_cases","estimate"
2021-11-11,28,27.9,5.9,18,24,26,29,32,38,"reported_cases","estimate"
