"date","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","variable","type"
2021-05-27,0,0.7,0.9,0,0,0,1,1,2,"reported_cases","estimate"
2021-05-28,43,44.6,12.3,27,36,40,46,52,66,"reported_cases","estimate"
2021-05-29,33,33.9,10.1,19,27,31,36,40,52,"reported_cases","estimate"
2021-05-30,37,37.4,10.9,21,30,34,39,44,56,"reported_cases","estimate"
2021-05-31,35,35.6,10.2,20,29,32,37,42,54,"reported_cases","estimate"
2021-06-01,33,33.8,10.5,19,27,30,35,40,52,"reported_cases","estimate"
2021-06-02,27,27.5,8.9,14.9,21,25,29,33,43,"reported_cases","estimate"
2021-06-03,29,29.4,8.9,16,23,27,31,35,46,"reported_cases","estimate"
2021-06-04,30,30.2,8.8,17,24,27,32,36,45,"reported_cases","estimate"
2021-06-05,28,28.7,8.6,16,23,26,30,34,43,"reported_cases","estimate"
2021-06-06,29,30,9.2,17,23,27,31,35,46,"reported_cases","estimate"
2021-06-07,26,26.8,8,15,21,24,28,32,41,"reported_cases","estimate"
2021-06-08,25,25.2,8.2,13,19,23,27,30,40,"reported_cases","estimate"
2021-06-09,22,22.5,7.7,11,17,20,24,27,36,"reported_cases","estimate"
2021-06-10,22,22.9,7.3,12,18,21,24,27,36,"reported_cases","estimate"
2021-06-11,21,21.3,6.6,12,17,19,23,25,33,"reported_cases","estimate"
2021-06-12,15,15.1,5.2,7,11,13,16,18,24,"reported_cases","estimate"
2021-06-13,16,16.4,5.7,8,12,14,17,20,27,"reported_cases","estimate"
2021-06-14,14,14.7,5.2,7,11,13,16,18,24,"reported_cases","estimate"
2021-06-15,13,13.7,5,6,10,12,15,17,23,"reported_cases","estimate"
2021-06-16,12,12.5,4.8,5,9,11,13,15,21,"reported_cases","estimate"
2021-06-17,11,11.7,4.3,5,9,10,13,14,19,"reported_cases","estimate"
2021-06-18,11,11.8,4.5,5,9,10,13,14,20,"reported_cases","estimate"
2021-06-19,12,12,4.5,5,9,10,13,15,20,"reported_cases","estimate"
2021-06-20,10,10.1,4,4,7,9,11,13,17,"reported_cases","estimate"
2021-06-21,10,9.9,4,4,7,9,10,12,17,"reported_cases","estimate"
2021-06-22,8,8.8,3.7,3,6,8,9,11,15,"reported_cases","estimate"
2021-06-23,5,5.4,2.8,1,3,4,6,7,10,"reported_cases","estimate"
2021-06-24,4,3.9,2.2,1,2,3,4,5,8,"reported_cases","estimate"
2021-06-25,4,4.1,2.3,1,2,3,4,5,8,"reported_cases","estimate"
2021-06-26,6,6.1,2.8,2,4,5,6,8,11,"reported_cases","estimate"
2021-06-27,6,6.1,2.8,2,4,5,6,8,11,"reported_cases","estimate"
2021-06-28,5,4.8,2.5,1,3,4,5,6,9,"reported_cases","estimate"
2021-06-29,4,3.9,2.2,1,2,3,4,5,8,"reported_cases","estimate"
2021-06-30,2,2.6,1.7,0,1,2,3,4,6,"reported_cases","estimate"
2021-07-01,2,2,1.5,0,1,1,2,3,5,"reported_cases","estimate"
2021-07-02,1,1,1,0,0,1,1,2,3,"reported_cases","estimate"
2021-07-03,2,1.9,1.5,0,1,1,2,3,5,"reported_cases","estimate"
2021-07-04,1,0.9,1,0,0,1,1,1,3,"reported_cases","estimate"
2021-07-05,2,1.9,1.4,0,1,1,2,3,4,"reported_cases","estimate"
2021-07-06,2,2,1.5,0,1,1,2,3,5,"reported_cases","estimate"
2021-07-07,1,1.7,1.4,0,1,1,2,2,4,"reported_cases","estimate"
2021-07-08,2,2,1.5,0,1,1,2,3,5,"reported_cases","estimate"
2021-07-09,3,3.1,1.9,0,2,2,3,4,7,"reported_cases","estimate"
2021-07-10,2,2,1.5,0,1,1,2,3,5,"reported_cases","estimate"
2021-07-11,2,2,1.4,0,1,1,2,3,5,"reported_cases","estimate"
2021-07-12,2,1.9,1.4,0,1,1,2,3,5,"reported_cases","estimate"
2021-07-13,1,0.9,1,0,0,0,1,1,3,"reported_cases","estimate"
2021-07-14,1,0.9,0.9,0,0,0,1,1,3,"reported_cases","estimate"
2021-07-15,0,0,0.1,0,0,0,0,0,0,"reported_cases","estimate"
2021-07-16,0,0.1,0.3,0,0,0,0,0,1,"reported_cases","estimate"
2021-07-17,0,0,0.2,0,0,0,0,0,0,"reported_cases","estimate"
2021-07-18,0,0,0.2,0,0,0,0,0,0,"reported_cases","estimate"
2021-07-19,0,0,0.2,0,0,0,0,0,0,"reported_cases","estimate"
2021-07-20,0,0.1,0.3,0,0,0,0,0,1,"reported_cases","estimate"
2021-07-21,0,0.1,0.3,0,0,0,0,0,1,"reported_cases","estimate"
2021-07-22,0,0.1,0.2,0,0,0,0,0,1,"reported_cases","estimate"
2021-07-23,1,1.1,1.1,0,0,1,1,2,3,"reported_cases","estimate"
2021-07-24,1,1,1,0,0,1,1,2,3,"reported_cases","estimate"
2021-07-25,1,1.1,1.1,0,0,1,1,2,3,"reported_cases","estimate"
2021-07-26,1,1,1.1,0,0,1,1,2,3,"reported_cases","estimate"
2021-07-27,2,2,1.5,0,1,1,2,3,5,"reported_cases","estimate"
2021-07-28,2,1.8,1.4,0,1,1,2,3,4,"reported_cases","estimate"
2021-07-29,1,1,1,0,0,1,1,2,3,"reported_cases","estimate"
2021-07-30,1,1.1,1.1,0,0,1,1,2,3,"reported_cases","estimate"
2021-07-31,1,1,1.1,0,0,1,1,2,3,"reported_cases","estimate"
2021-08-01,0,0,0.1,0,0,0,0,0,0,"reported_cases","estimate"
2021-08-02,0,0,0.2,0,0,0,0,0,0,"reported_cases","estimate"
2021-08-03,1,1,1,0,0,1,1,2,3,"reported_cases","estimate"
2021-08-04,1,1,1,0,0,1,1,1,3,"reported_cases","estimate"
