"date","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","variable","type"
2021-05-05,1,1.1,1.1,0,0,1,1,2,3,"reported_cases","estimate"
2021-05-06,92,92.9,14.6,70,83,89,95,102,118,"reported_cases","estimate"
2021-05-07,86,86.5,14,64.9,77,82,90,96,110,"reported_cases","estimate"
2021-05-08,101,101.7,16.2,77,90,97,105,112,130,"reported_cases","estimate"
2021-05-09,90,90.4,15,67,80,86,94,100,116,"reported_cases","estimate"
2021-05-10,84,84.4,13.5,63,75,81,87,93,108,"reported_cases","estimate"
2021-05-11,84,84,14.1,62,75,80,87,93,108,"reported_cases","estimate"
2021-05-12,73,73.6,12.3,54,65,70,76,81,94,"reported_cases","estimate"
2021-05-13,82,82.9,13.4,62,73,79,86,91,106,"reported_cases","estimate"
2021-05-14,75,75.3,12.4,56,67,72,78,84,96,"reported_cases","estimate"
2021-05-15,74,74.1,12.1,55,66,71,77,82,95,"reported_cases","estimate"
2021-05-16,66,66.6,11.6,48,59,63,69,74,87,"reported_cases","estimate"
2021-05-17,67,67.7,11.7,50,59.8,64,70,75,88,"reported_cases","estimate"
2021-05-18,69,69.4,12.1,50,61,66,72,77,90,"reported_cases","estimate"
2021-05-19,59,59,10.6,43,52,56,61,65,77,"reported_cases","estimate"
2021-05-20,58,58.7,10.4,43,52,55.6,61,65,77,"reported_cases","estimate"
2021-05-21,60,60.8,10.8,44,53,58,63,67,80,"reported_cases","estimate"
2021-05-22,61,61.1,10.5,44,54,58,64,68,78,"reported_cases","estimate"
2021-05-23,59,59,10.4,42,52,56,61,66,77,"reported_cases","estimate"
2021-05-24,58,58.5,10.6,42,51,56,61,65,77,"reported_cases","estimate"
2021-05-25,54,53.9,9.9,38,47,51,56,60,71,"reported_cases","estimate"
2021-05-26,48,48.4,9.1,35,42,46,50,54,64,"reported_cases","estimate"
2021-05-27,47,47.2,9.1,33,41,45,49,53,63,"reported_cases","estimate"
2021-05-28,39,39.6,8,27,34,37,41,44,53,"reported_cases","estimate"
2021-05-29,34,34.4,7.3,23,29,32,36,39,47,"reported_cases","estimate"
2021-05-30,36,36.5,7.5,25,31,34,38,41,49,"reported_cases","estimate"
2021-05-31,35,34.8,7.3,23,30,33,36,39,47,"reported_cases","estimate"
2021-06-01,33,32.7,7.1,21,28,30,34,37,45,"reported_cases","estimate"
2021-06-02,27,27.2,6.1,17,23,26,28,31,37,"reported_cases","estimate"
2021-06-03,30,29.9,6.4,20,25,28,31,34,41,"reported_cases","estimate"
2021-06-04,27,26.8,6,17.9,23,25,28,31,37,"reported_cases","estimate"
2021-06-05,29,29.3,6.6,19,25,28,31,34,40,"reported_cases","estimate"
2021-06-06,29,29.7,6.6,19,25,28,31,34,41,"reported_cases","estimate"
2021-06-07,27,26.9,6.3,17,23,25,28,31,37,"reported_cases","estimate"
2021-06-08,25,25.1,5.9,16,21,23,26,29,35,"reported_cases","estimate"
2021-06-09,23,22.8,5.4,14,19,21,24,26,32,"reported_cases","estimate"
2021-06-10,23,23.4,5.6,15,19,22,25,27,33,"reported_cases","estimate"
