"date","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","variable","type"
2021-05-09,1,0.8,0.9,0,0,0,1,1,2,"reported_cases","estimate"
2021-05-10,83,84.2,14.9,61,74,79,87,94,111,"reported_cases","estimate"
2021-05-11,83,83.7,14.6,61,74,79,86,93,108,"reported_cases","estimate"
2021-05-12,73,73.9,13.4,53,65,70,76,83,97,"reported_cases","estimate"
2021-05-13,79,80.4,14.5,58,70,76,83,89,106,"reported_cases","estimate"
2021-05-14,76,76.8,14.3,55,67,73,80,86,101,"reported_cases","estimate"
2021-05-15,76,76.1,14,54,67,72,79,85,99,"reported_cases","estimate"
2021-05-16,66,67,12.3,48,58,63,69,75,89,"reported_cases","estimate"
2021-05-17,68,68.7,12.3,49,60,65,71,76,89,"reported_cases","estimate"
2021-05-18,69,69.7,12.7,50,61,66,72,78,92,"reported_cases","estimate"
2021-05-19,59,59.3,11.2,42,51,56,61,66.2,79,"reported_cases","estimate"
2021-05-20,56,56.6,11.1,39,49,53,59,63,76,"reported_cases","estimate"
2021-05-21,61,61.6,11.9,44,53,58,64.4,69,82,"reported_cases","estimate"
2021-05-22,62,62.6,11.5,45,54,59,65,70,82,"reported_cases","estimate"
2021-05-23,58,58.8,10.9,41,51,56,61,66,78,"reported_cases","estimate"
2021-05-24,58,58.3,11.1,42,50,55,60,65,78,"reported_cases","estimate"
2021-05-25,54,54.2,10.3,38,47,51,56,61,71,"reported_cases","estimate"
2021-05-26,48,48.9,9.9,33,42,46,51,55,66,"reported_cases","estimate"
2021-05-27,45,45.5,9.5,31,39,43,47,52,61,"reported_cases","estimate"
2021-05-28,40,40.1,8.6,27,34,38,42,45.2,55,"reported_cases","estimate"
2021-05-29,35,35.2,7.8,23,30,33,37,40,49,"reported_cases","estimate"
2021-05-30,36,36.6,7.9,24,31,34,38,41,50,"reported_cases","estimate"
2021-05-31,34,35,7.7,24,30,33,37,40,48,"reported_cases","estimate"
2021-06-01,32,32.7,7.4,21,28,31,34,37,46,"reported_cases","estimate"
2021-06-02,27,27.4,6.6,17,23,25,29,32,39,"reported_cases","estimate"
2021-06-03,28,28.8,6.9,18,24,27,30,33,41,"reported_cases","estimate"
2021-06-04,27,27.1,6.4,17,23,25,28,31,38,"reported_cases","estimate"
2021-06-05,29,29.6,7,19,25,27,31,34,42,"reported_cases","estimate"
2021-06-06,30,30.2,6.8,20,25,28,32,35,42,"reported_cases","estimate"
2021-06-07,27,27,6.3,17,23,25,29,31,38,"reported_cases","estimate"
2021-06-08,25,25.2,6.1,16,21,23,26,29,36,"reported_cases","estimate"
2021-06-09,23,22.8,5.8,14,19,21,24,26,33,"reported_cases","estimate"
2021-06-10,22,22.7,5.9,14,19,21,24,26,33,"reported_cases","estimate"
2021-06-11,19,19.4,5.3,11,16,18,20,23,29,"reported_cases","estimate"
2021-06-12,16,16,4.8,9,13,15,17,19,24,"reported_cases","estimate"
2021-06-13,16,16.4,4.5,10,13,15,17,19,24,"reported_cases","estimate"
2021-06-14,15,14.9,4.4,8,12,14,16,18,23,"reported_cases","estimate"
2021-06-15,13,13.4,4,7,10,12,14,16,20,"reported_cases","estimate"
2021-06-16,13,12.9,4,7,10,12,14,16,20,"reported_cases","estimate"
2021-06-17,11,11.6,3.8,6,9,10,12,14,18,"reported_cases","estimate"
2021-06-18,11,10.7,3.6,5,8,10,11,13,17,"reported_cases","estimate"
2021-06-19,13,12.8,3.9,7,10,12,14,15,20,"reported_cases","estimate"
