"date","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","variable","type"
2021-02-13,0,0.5,0.7,0,0,0,0,1,2,"reported_cases","estimate"
2021-02-14,22,22.1,4.8,14,19,21,23,25,30,"reported_cases","estimate"
2021-02-15,21,20.8,4.7,13,17,19,22,24,29,"reported_cases","estimate"
2021-02-16,23,23.4,4.9,16,20,22,25,27,32,"reported_cases","estimate"
2021-02-17,24,23.9,5.1,16,20,22,25,27,33,"reported_cases","estimate"
2021-02-18,25,25.3,5.3,17,22,24,26,29,35,"reported_cases","estimate"
2021-02-19,26,26.7,5.5,18,23,25,28,30,36,"reported_cases","estimate"
2021-02-20,27,27.4,5.5,19,24,26,29,31,37,"reported_cases","estimate"
2021-02-21,27,27.1,5.5,19,23,25.6,28,31,37,"reported_cases","estimate"
2021-02-22,23,23.8,4.9,16,20,22,25,27,32,"reported_cases","estimate"
2021-02-23,23,23.3,5,16,20,22,24,27,32,"reported_cases","estimate"
2021-02-24,24,24.6,5,17,21,23,26,28,33,"reported_cases","estimate"
2021-02-25,23,23.7,5.2,16,20,22,25,27,33,"reported_cases","estimate"
2021-02-26,23,23.3,5.2,15,20,22,24,27,32,"reported_cases","estimate"
2021-02-27,22,21.9,4.8,14,19,21,23,25,30,"reported_cases","estimate"
2021-02-28,24,23.7,5,15.9,20,22,25,27,32,"reported_cases","estimate"
2021-03-01,27,27.6,5.5,19,24,26,29,31,37,"reported_cases","estimate"
2021-03-02,29,29.1,5.6,20,25,27,30,33,38,"reported_cases","estimate"
2021-03-03,28,28.3,5.6,19,24,27,29,32,38,"reported_cases","estimate"
2021-03-04,31,31.7,6.1,22,27,30,33,36,42,"reported_cases","estimate"
2021-03-05,31,31.3,5.9,22,27,30,33,35,41,"reported_cases","estimate"
2021-03-06,28,28.8,5.6,20,25,27,30,33,38,"reported_cases","estimate"
2021-03-07,26,26.6,5.5,18,23,25,28,30,36,"reported_cases","estimate"
2021-03-08,24,24.4,5.1,16,21,23,26,28,33,"reported_cases","estimate"
2021-03-09,29,28.8,5.7,20,25,27,30,33,39,"reported_cases","estimate"
2021-03-10,26,26.4,5.3,18,23,25,28,30,35,"reported_cases","estimate"
2021-03-11,24,24,5.1,16,20,23,25,27,33,"reported_cases","estimate"
2021-03-12,20,20.5,4.7,13,17,19,22,24,28,"reported_cases","estimate"
2021-03-13,17,17.6,4.3,11,15,16,18,20,25,"reported_cases","estimate"
2021-03-14,22,22.6,5,15,19,21,24,26,31,"reported_cases","estimate"
2021-03-15,22,22.6,4.8,15,19,21,24,26,31,"reported_cases","estimate"
2021-03-16,25,25.4,5.1,17,22,24,26,29,34,"reported_cases","estimate"
2021-03-17,26,26.4,5.2,18,23,25,27,30,36,"reported_cases","estimate"
2021-03-18,26,26.6,5.4,18,23,25,28,30,36,"reported_cases","estimate"
2021-03-19,24,24.5,5.1,17,21,23,26,28,33,"reported_cases","estimate"
2021-03-20,25,25,5.1,17,21,23,26,28,34,"reported_cases","estimate"
2021-03-21,28,27.8,5.3,19,24,26,29,31,37,"reported_cases","estimate"
2021-03-22,28,28.3,5.8,19,24,27,30,32,38,"reported_cases","estimate"
2021-03-23,30,30.4,5.8,21,27,29,32,34,40,"reported_cases","estimate"
2021-03-24,30,30.4,5.8,22,26,29,32,34,40,"reported_cases","estimate"
2021-03-25,33,33.5,6.1,24,29,32,35,37,44,"reported_cases","estimate"
2021-03-26,40,40.2,6.9,29,36,38,42,45,52,"reported_cases","estimate"
2021-03-27,44,44.1,7,33,39,42,46,49,56,"reported_cases","estimate"
2021-03-28,46,45.8,7.2,34,41,44,47,51,58,"reported_cases","estimate"
2021-03-29,44,44.6,6.9,34,40,43,46,49,56,"reported_cases","estimate"
2021-03-30,48,47.9,7.4,36,43,46,49,53,60,"reported_cases","estimate"
2021-03-31,47,47.5,7.4,36,42,45,49,52,60,"reported_cases","estimate"
2021-04-01,54,54.3,7.9,42,49,52,56,60,67,"reported_cases","estimate"
2021-04-02,54,54.8,8,42,49,52,56,60,68,"reported_cases","estimate"
2021-04-03,60,60.5,8.6,46,54,58,63,66,75,"reported_cases","estimate"
2021-04-04,62,62.9,8.9,49,57,60,65,69,78,"reported_cases","estimate"
2021-04-05,64,63.5,8.6,50,57,61,65,69,78,"reported_cases","estimate"
2021-04-06,67,67.2,8.9,53,61,64,69,73,82,"reported_cases","estimate"
2021-04-07,70,70,9.4,55,63,67,72,76,85,"reported_cases","estimate"
2021-04-08,76,76.5,9.7,61,70,74,79,83,93,"reported_cases","estimate"
2021-04-09,85,85.6,10.3,69,79,83,88,92,103,"reported_cases","estimate"
2021-04-10,94,94.4,11.4,76,86,91,97,102,113,"reported_cases","estimate"
2021-04-11,95,95.5,10.8,78,88,92,98,103,114,"reported_cases","estimate"
2021-04-12,100,100.6,11.2,83,93,97,103,108,119,"reported_cases","estimate"
2021-04-13,102,101.8,11.5,84,94,99,104,109,121,"reported_cases","estimate"
2021-04-14,104,104.3,11.7,85,96,101,107,112,124,"reported_cases","estimate"
2021-04-15,103,103,11.3,85,95,100,106,110,122,"reported_cases","estimate"
2021-04-16,111,110.9,12.3,92,102,107,113,119,132,"reported_cases","estimate"
2021-04-17,121,121.5,13.1,100,112,118,124,130,143,"reported_cases","estimate"
2021-04-18,128,128.6,13.4,107,119,125,132,137,151,"reported_cases","estimate"
2021-04-19,120,120,12.8,99,112,117,123,128,141,"reported_cases","estimate"
2021-04-20,115,115.3,12.2,95,107,112,118,123,135,"reported_cases","estimate"
2021-04-21,116,116.1,12.6,95,107,113,119,124,137,"reported_cases","estimate"
2021-04-22,109,109.6,11.8,91,101,106,112,118,129,"reported_cases","estimate"
2021-04-23,105,105.9,11.9,87,97.8,102,108,114,126,"reported_cases","estimate"
2021-04-24,116,116.1,12.4,96,108,113,119,124,137,"reported_cases","estimate"
2021-04-25,120,120.2,12.7,100,111,117,123,129,142,"reported_cases","estimate"
2021-04-26,121,121.8,12.9,102,113,118,124,130,144,"reported_cases","estimate"
2021-04-27,122,122,12.6,102,113,119,125,130,143,"reported_cases","estimate"
2021-04-28,115,115.6,12.5,96,107,112,118.4,124,136,"reported_cases","estimate"
2021-04-29,113,113.6,12,94,105,110,116,122,134,"reported_cases","estimate"
2021-04-30,113,113.3,12.1,94,105,110,116,121,133,"reported_cases","estimate"
2021-05-01,113,112.9,12.4,92,105,110,116,121,134,"reported_cases","estimate"
2021-05-02,113,113.3,12.2,94,105,110,116,121,134,"reported_cases","estimate"
2021-05-03,107,107.2,11.9,88,99,104,110,115,127,"reported_cases","estimate"
2021-05-04,100,99.9,11.1,82,93,97,102,107,118,"reported_cases","estimate"
2021-05-05,94,94.4,10.9,77,87,91,97,102,113,"reported_cases","estimate"
2021-05-06,89,89.1,10.6,72,81,86,92,96,107,"reported_cases","estimate"
2021-05-07,89,88.7,10.6,71,82,86,92,96,106,"reported_cases","estimate"
