"date","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","variable","type"
2021-03-01,0,0.6,0.8,0,0,0,1,1,2,"reported_cases","estimate"
2021-03-02,29,29.4,5.6,20,25,28,31,33,39,"reported_cases","estimate"
2021-03-03,29,28.9,5.5,20,25,27,30,32,38,"reported_cases","estimate"
2021-03-04,33,33.1,6.1,23,29,31,35,37,44,"reported_cases","estimate"
2021-03-05,31,31.6,5.7,22,28,30,33,35,41,"reported_cases","estimate"
2021-03-06,28,28.6,5.5,20,25,27,30,32,38,"reported_cases","estimate"
2021-03-07,27,27,5.4,18.9,23,25,28,30,36,"reported_cases","estimate"
2021-03-08,25,24.9,5.2,17,21,23,26,28,34,"reported_cases","estimate"
2021-03-09,29,29.3,5.6,20,25,28,31,33,39,"reported_cases","estimate"
2021-03-10,26,26.8,5.3,19,23,25,28,30,36,"reported_cases","estimate"
2021-03-11,24,24.8,5.1,17,21,23,26,28,33,"reported_cases","estimate"
2021-03-12,21,21,4.7,14,18,20,22,24,29,"reported_cases","estimate"
2021-03-13,17,17.5,4.3,11,15,16,18,20,25,"reported_cases","estimate"
2021-03-14,23,22.6,4.9,15,19,21,24,26,31,"reported_cases","estimate"
2021-03-15,22,22.6,4.9,15,19,21,24,26,31,"reported_cases","estimate"
2021-03-16,25,25.4,5.2,17,22,24,27,29,34,"reported_cases","estimate"
2021-03-17,26,26.4,5.3,18,23,25,28,30,35,"reported_cases","estimate"
2021-03-18,27,27.5,5.4,19,24,26,29,31,37,"reported_cases","estimate"
2021-03-19,25,24.7,5.2,16,21,23,26,28,33,"reported_cases","estimate"
2021-03-20,24,24.4,5.2,16,21,23,26,28,33,"reported_cases","estimate"
2021-03-21,27,27.4,5.4,19,24,26,29,31,37,"reported_cases","estimate"
2021-03-22,29,28.7,5.6,20,25,27,30,32,38,"reported_cases","estimate"
2021-03-23,30,29.9,5.6,21,26,28,31,34,39,"reported_cases","estimate"
2021-03-24,30,30.5,5.8,22,26,29,32,34,40,"reported_cases","estimate"
2021-03-25,34,34.2,6,24,30,33,35,38,45,"reported_cases","estimate"
2021-03-26,40,40.6,6.6,30,36,39,42,45,52,"reported_cases","estimate"
