"date","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","variable","type"
2021-03-20,1,0.9,1,0,0,0,1,1,3,"reported_cases","estimate"
2021-03-21,28,28.6,5.4,20,25,27,30,32,38,"reported_cases","estimate"
2021-03-22,29,29.4,5.6,21,26,28,31,33,39,"reported_cases","estimate"
2021-03-23,31,30.8,5.8,22,27,29,32,35,40,"reported_cases","estimate"
2021-03-24,30,30.6,5.7,22,27,29,32,34,40,"reported_cases","estimate"
2021-03-25,34,34.5,6,25,30,33,36,38,45,"reported_cases","estimate"
2021-03-26,41,40.8,6.6,30,36,39,42,45,52,"reported_cases","estimate"
2021-03-27,44,44.1,7,33,39,42,46,49,56,"reported_cases","estimate"
2021-03-28,46,46.4,7.3,35,41,44,48,51,59,"reported_cases","estimate"
2021-03-29,45,45.6,7.2,34,41,44,47,50.2,58,"reported_cases","estimate"
2021-03-30,48,47.5,7.2,36,43,46,49,52,60,"reported_cases","estimate"
2021-03-31,47,47.6,7.2,36,43,46,49,52,60,"reported_cases","estimate"
2021-04-01,55.5,55.8,8.1,43,50,54,57,61,70,"reported_cases","estimate"
2021-04-02,55,54.9,7.7,43,50,53,57,60,68,"reported_cases","estimate"
2021-04-03,59,59.7,8.5,46,54,57,61,65,74,"reported_cases","estimate"
2021-04-04,63,63.2,8.9,49,57,61,65,69,78,"reported_cases","estimate"
2021-04-05,64,64.4,8.7,50,59,62,66,70,79,"reported_cases","estimate"
2021-04-06,66,66.2,8.8,52,60,64,68,72,81,"reported_cases","estimate"
2021-04-07,68,68.5,8.8,55,63,66,71,74,83,"reported_cases","estimate"
2021-04-08,77,77.5,9.6,62,71,75,80,84,93,"reported_cases","estimate"
2021-04-09,84,84.1,10.1,68,77,81,86,90,100,"reported_cases","estimate"
2021-04-10,92,92.4,10.9,75.9,85,90,95,99,111,"reported_cases","estimate"
2021-04-11,95,95.1,11.1,77,87.8,92,98,102,114,"reported_cases","estimate"
2021-04-12,99,99.4,11.1,82,92,96,102,107,118,"reported_cases","estimate"
2021-04-13,98,98.1,11.1,81,91,95,100,105,117,"reported_cases","estimate"
2021-04-14,102,101.7,11.3,83,94,98,105,109,120,"reported_cases","estimate"
2021-04-15,101,101.9,11.3,84,94,98,105,109,121,"reported_cases","estimate"
2021-04-16,107,107.8,11.6,90,100,104,110,115,127,"reported_cases","estimate"
2021-04-17,117,117,12.2,98,108.8,114,120,125,137,"reported_cases","estimate"
2021-04-18,127,126.8,13.2,106,118,123,130,135,149,"reported_cases","estimate"
2021-04-19,120,120.2,12.6,100,112,117,123,128,141,"reported_cases","estimate"
2021-04-20,112,112.5,12,94,104,109,115,120,133,"reported_cases","estimate"
2021-04-21,113,112.8,11.8,93.9,104,109,116,121,132,"reported_cases","estimate"
2021-04-22,111,110.7,12.1,91.9,103,107,114,118,131,"reported_cases","estimate"
2021-04-23,105,105,11.2,86,97,102,108,112,123,"reported_cases","estimate"
2021-04-24,113,113.6,12,94,106,111,117,121,134,"reported_cases","estimate"
2021-04-25,119,119.5,12.2,100,111,116,123,128,140,"reported_cases","estimate"
2021-04-26,122,122,12.4,102,114,119,125,130,143,"reported_cases","estimate"
2021-04-27,119,119.1,12.7,99,110,115.6,122,128,140,"reported_cases","estimate"
2021-04-28,114,113.7,11.9,94,105,110,117,122,134,"reported_cases","estimate"
2021-04-29,114,114,12.2,94,106,111,117,122,135,"reported_cases","estimate"
2021-04-30,111,111,11.9,91,103,108,114,119,131,"reported_cases","estimate"
2021-05-01,109,109.7,12,91,102,106,112,117,130,"reported_cases","estimate"
2021-05-02,112,111.9,11.8,93,104,109,115,120,131,"reported_cases","estimate"
2021-05-03,105,105.6,11.8,87,98,102,108,113,125,"reported_cases","estimate"
2021-05-04,96,95.7,10.7,79,88,93,98,103,114,"reported_cases","estimate"
2021-05-05,90,90.4,10.6,73,83,88,93,97,108,"reported_cases","estimate"
2021-05-06,89,89.4,10.8,72,82,86,92,97,107,"reported_cases","estimate"
2021-05-07,87,87.3,10.8,69,80,85,90,94,106,"reported_cases","estimate"
2021-05-08,95,96.1,11.2,78,88,93,98,103,115,"reported_cases","estimate"
2021-05-09,87,87.4,10.4,71,80,84,90,94,105,"reported_cases","estimate"
2021-05-10,81,81.8,9.8,66,75,79,84,88,98,"reported_cases","estimate"
2021-05-11,83,83.7,10.3,67,77,81,86,91,101,"reported_cases","estimate"
2021-05-12,75,75.7,9.4,61,69,73,78,82,92,"reported_cases","estimate"
2021-05-13,80,80.1,10.2,64,73,77,83,86,98,"reported_cases","estimate"
2021-05-14,77,76.8,9.3,62,70,74,79,83,93,"reported_cases","estimate"
2021-05-15,70,70.7,9,57,64,68,73,76,86,"reported_cases","estimate"
2021-05-16,64,64.5,8.5,51,59,62,66,70,79,"reported_cases","estimate"
2021-05-17,66,66.2,8.8,53,60,64,68,72,81,"reported_cases","estimate"
2021-05-18,70,70.1,9,55.9,64,68,72,76,85,"reported_cases","estimate"
2021-05-19,62,61.6,8.3,48,56,60,64,67,75,"reported_cases","estimate"
2021-05-20,57,57.2,8.2,44,52,55,59,63,71,"reported_cases","estimate"
2021-05-21,63,62.8,8.3,49,57,61,65,69,76,"reported_cases","estimate"
2021-05-22,60,60,8.3,46,54,58,62,66,74,"reported_cases","estimate"
2021-05-23,58,58.7,8.4,46,52,56,61,64,73,"reported_cases","estimate"
2021-05-24,58,58.1,8,45,53,56,60,63,71,"reported_cases","estimate"
2021-05-25,56,56.1,8,43,50,54,58,62,70,"reported_cases","estimate"
2021-05-26,51,51.8,7.7,40,46,49,54,57,66,"reported_cases","estimate"
2021-05-27,47,47.2,7.2,36,42,45,49,52,59,"reported_cases","estimate"
2021-05-28,41,41.6,6.8,31,37,39,43,46,53,"reported_cases","estimate"
2021-05-29,34,34.3,6.1,25,30,32.6,36,38,45,"reported_cases","estimate"
2021-05-30,36,36.3,6.3,26,32,34,38,40,47,"reported_cases","estimate"
2021-05-31,35,35.3,6.3,25,31,34,37,39,45,"reported_cases","estimate"
2021-06-01,34,34,6,24.9,30,32,35,38,44,"reported_cases","estimate"
2021-06-02,30,29.9,5.7,21,26,28,31,33,40,"reported_cases","estimate"
2021-06-03,30,30.1,5.5,21,26,29,31,34,39,"reported_cases","estimate"
2021-06-04,29,28.8,5.6,20,25,27,30,32,38,"reported_cases","estimate"
2021-06-05,29,29.2,5.6,20,25,28,30,33,39,"reported_cases","estimate"
2021-06-06,30,30.5,5.7,21,27,29,32,34,40,"reported_cases","estimate"
2021-06-07,27,27.4,5.6,18,24,26,29,31,37,"reported_cases","estimate"
2021-06-08,26,26.3,5.3,18,23,25,27,30,35,"reported_cases","estimate"
2021-06-09,25,24.9,5.3,16,21,23,26,28,34,"reported_cases","estimate"
2021-06-10,24,23.9,5.1,16,20,22,25,27,33,"reported_cases","estimate"
2021-06-11,22,22.1,4.7,15,19,21,23,25,30,"reported_cases","estimate"
