"date","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90","variable","type"
2021-07-25,0,0.1,0.3,0,0,0,0,0,1,"reported_cases","estimate"
2021-07-26,1,1.1,1,0,0,1,1,2,3,"reported_cases","estimate"
2021-07-27,2,2,1.5,0,1,1,2,3,5,"reported_cases","estimate"
2021-07-28,2,2.2,1.5,0,1,2,2,3,5,"reported_cases","estimate"
2021-07-29,1,1.2,1.1,0,0,1,1,2,3,"reported_cases","estimate"
2021-07-30,1,0.9,1,0,0,0,1,1,3,"reported_cases","estimate"
2021-07-31,1,1.1,1.1,0,0,1,1,2,3,"reported_cases","estimate"
2021-08-01,0,0,0.1,0,0,0,0,0,0,"reported_cases","estimate"
2021-08-02,0,0,0.2,0,0,0,0,0,0,"reported_cases","estimate"
2021-08-03,1,1,1,0,0,1,1,2,3,"reported_cases","estimate"
2021-08-04,1,1.2,1.1,0,0,1,1,2,3,"reported_cases","estimate"
2021-08-05,3,3.3,1.9,1,2,3,4,5,7,"reported_cases","estimate"
2021-08-06,3,2.8,1.7,0,2,2,3,4,6,"reported_cases","estimate"
2021-08-07,4,4,2.1,1,3,3,4,5,8,"reported_cases","estimate"
2021-08-08,4,4,2.1,1,3,3,4,5,8,"reported_cases","estimate"
2021-08-09,3,3.1,1.8,0,2,2,3,4,6,"reported_cases","estimate"
2021-08-10,3,3,1.7,1,2,2,3,4,6,"reported_cases","estimate"
2021-08-11,4,4.3,2.1,1,3,4,5,6,8,"reported_cases","estimate"
2021-08-12,4,4.6,2.3,1,3,4,5,6,8,"reported_cases","estimate"
2021-08-13,3,2.8,1.7,0,2,2,3,4,6,"reported_cases","estimate"
2021-08-14,3,3,1.8,0,2,2,3,4,6,"reported_cases","estimate"
2021-08-15,4,3.9,2,1,2,3,4,5,8,"reported_cases","estimate"
2021-08-16,4,4.1,2.2,1,3,3,4,5.2,8,"reported_cases","estimate"
2021-08-17,3,2.9,1.8,0,2,2,3,4,6,"reported_cases","estimate"
2021-08-18,3,3.3,1.8,1,2,3,4,4,6,"reported_cases","estimate"
2021-08-19,2,2.2,1.5,0,1,2,2,3,5,"reported_cases","estimate"
2021-08-20,4,4.5,2.2,1,3,4,5,6,9,"reported_cases","estimate"
2021-08-21,5,5,2.3,1.9,3,4,5,6,9,"reported_cases","estimate"
2021-08-22,6,6.1,2.7,2,4,5,6,8,11,"reported_cases","estimate"
